Date;1 mo;3 mo;6 mo;1 yr;2 yr;3 yr;5 yr;7 yr;10 yr;20 yr;30 yr
09.08.2017;0.96;1.04;1.14;1.22;1.27;1.39;1.64;1.89;2.06;2.41;2.67
09.11.2017;0.97;1.05;1.16;1.24;1.32;1.44;1.71;1.96;2.14;2.49;2.75
09.12.2017;0.99;1.03;1.16;1.27;1.33;1.46;1.75;1.99;2.17;2.52;2.78
09.13.17;0.99;1.04;1.16;1.27;1.35;1.48;1.78;2.01;2.2;2.53;2.79
09.14.17;0.99;1.05;1.17;1.28;1.37;1.5;1.79;2.01;2.2;2.52;2.77
09.15.17;0.98;1.05;1.17;1.3;1.39;1.53;1.81;2.04;2.2;2.52;2.77
09.18.17;0.96;1.05;1.18;1.3;1.4;1.54;1.83;2.06;2.23;2.56;2.8
09.19.17;0.97;1.04;1.19;1.31;1.4;1.55;1.84;2.07;2.24;2.57;2.81
09.20.17;0.98;1.04;1.2;1.32;1.45;1.6;1.89;2.12;2.28;2.59;2.82
09.21.17;0.99;1.04;1.19;1.31;1.45;1.59;1.89;2.11;2.27;2.57;2.8
09.22.17;0.97;1.03;1.19;1.3;1.46;1.58;1.88;2.1;2.26;2.57;2.8
09.25.17;0.97;1.05;1.19;1.3;1.44;1.56;1.85;2.07;2.22;2.53;2.76
09.26.17;0.96;1.06;1.19;1.31;1.45;1.57;1.87;2.08;2.24;2.54;2.78
09.27.17;0.99;1.07;1.2;1.33;1.47;1.6;1.91;2.14;2.31;2.62;2.86
09.28.17;0.97;1.06;1.18;1.31;1.45;1.59;1.89;2.13;2.31;2.63;2.87
09.29.17;0.96;1.06;1.2;1.31;1.47;1.62;1.92;2.16;2.33;2.63;2.86
10.02.2017;0.95;1.01;1.22;1.31;1.49;1.63;1.94;2.17;2.34;2.64;2.87
10.03.2017;1.01;1.07;1.21;1.32;1.47;1.62;1.92;2.15;2.33;2.63;2.87
10.04.2017;1;1.08;1.21;1.33;1.47;1.62;1.92;2.15;2.33;2.64;2.87
10.05.2017;1.02;1.07;1.21;1.35;1.49;1.63;1.94;2.17;2.35;2.65;2.89
10.06.2017;1.03;1.07;1.22;1.35;1.54;1.66;1.97;2.2;2.37;2.68;2.91
10.10.2017;1.03;1.08;1.26;1.42;1.51;1.64;1.95;2.18;2.35;2.65;2.88
10.11.2017;1.04;1.1;1.25;1.4;1.51;1.66;1.95;2.17;2.35;2.64;2.88
10.12.2017;0.99;1.09;1.27;1.41;1.51;1.66;1.95;2.16;2.33;2.62;2.86
10.13.17;0.97;1.09;1.26;1.39;1.51;1.64;1.91;2.12;2.28;2.58;2.81
10.16.17;0.97;1.1;1.24;1.42;1.54;1.68;1.95;2.15;2.3;2.58;2.82
10.17.17;0.99;1.09;1.25;1.41;1.54;1.69;1.97;2.15;2.3;2.58;2.8
10.18.17;0.99;1.09;1.24;1.42;1.59;1.7;1.99;2.19;2.34;2.62;2.85
10.19.17;0.99;1.1;1.25;1.41;1.58;1.69;1.98;2.18;2.33;2.6;2.83
10.20.17;0.99;1.11;1.27;1.43;1.6;1.72;2.03;2.24;2.39;2.67;2.89
10.23.17;1;1.09;1.25;1.42;1.58;1.7;2.01;2.22;2.38;2.66;2.89
10.24.17;1;1.12;1.27;1.43;1.6;1.73;2.05;2.26;2.42;2.7;2.92
10.25.17;1.01;1.12;1.27;1.43;1.61;1.74;2.06;2.28;2.44;2.72;2.95
10.26.17;0.99;1.11;1.29;1.43;1.63;1.76;2.07;2.3;2.46;2.74;2.96
10.27.17;0.98;1.1;1.28;1.42;1.59;1.73;2.03;2.26;2.42;2.71;2.93
10.30.17;0.97;1.12;1.24;1.42;1.58;1.71;2;2.22;2.37;2.66;2.88
10.31.17;0.99;1.15;1.28;1.43;1.6;1.73;2.01;2.23;2.38;2.66;2.88
11.01.2017;1.06;1.18;1.3;1.46;1.61;1.74;2.01;2.22;2.37;2.63;2.85
11.02.2017;1.02;1.17;1.29;1.46;1.61;1.73;2;2.21;2.35;2.61;2.83
11.03.2017;1.02;1.18;1.31;1.49;1.63;1.74;1.99;2.19;2.34;2.59;2.82
11.06.2017;1.03;1.19;1.3;1.5;1.61;1.73;1.99;2.17;2.32;2.58;2.8
11.07.2017;1.05;1.22;1.33;1.49;1.63;1.75;1.99;2.17;2.32;2.56;2.77
11.08.2017;1.05;1.23;1.35;1.53;1.65;1.77;2.01;2.19;2.32;2.57;2.79
11.09.2017;1.07;1.24;1.36;1.53;1.63;1.75;2.01;2.2;2.33;2.59;2.81
11.10.2017;1.06;1.23;1.37;1.54;1.67;1.79;2.06;2.27;2.4;2.67;2.88
11.13.17;1.07;1.24;1.37;1.55;1.7;1.82;2.08;2.27;2.4;2.67;2.87
11.14.17;1.06;1.26;1.4;1.55;1.68;1.81;2.06;2.26;2.38;2.64;2.84
11.15.17;1.08;1.25;1.39;1.55;1.68;1.79;2.04;2.21;2.33;2.58;2.77
11.16.17;1.08;1.27;1.42;1.59;1.72;1.83;2.07;2.25;2.37;2.62;2.81
11.17.17;1.08;1.29;1.42;1.6;1.73;1.83;2.06;2.23;2.35;2.59;2.78
11.20.17;1.09;1.3;1.46;1.62;1.77;1.86;2.09;2.26;2.37;2.6;2.78
11.21.17;1.15;1.3;1.45;1.62;1.77;1.88;2.11;2.27;2.36;2.58;2.76
11.22.17;1.16;1.29;1.45;1.61;1.74;1.84;2.05;2.22;2.32;2.57;2.75
11.24.17;1.14;1.29;1.45;1.61;1.75;1.85;2.07;2.23;2.34;2.58;2.76
11.27.17;1.15;1.27;1.41;1.62;1.74;1.84;2.06;2.21;2.32;2.57;2.76
11.28.17;1.16;1.3;1.46;1.61;1.75;1.85;2.07;2.24;2.34;2.58;2.77
11.29.17;1.17;1.29;1.45;1.61;1.78;1.86;2.09;2.27;2.37;2.62;2.81
11.30.17;1.14;1.27;1.44;1.62;1.78;1.9;2.14;2.31;2.42;2.65;2.83
12.01.2017;1.14;1.27;1.45;1.62;1.78;1.9;2.13;2.28;2.37;2.58;2.76
12.04.2017;1.16;1.29;1.45;1.66;1.8;1.93;2.15;2.29;2.37;2.58;2.77
12.05.2017;1.21;1.3;1.48;1.64;1.83;1.94;2.15;2.28;2.36;2.55;2.73
12.06.2017;1.18;1.3;1.48;1.68;1.78;1.92;2.11;2.25;2.33;2.53;2.71
12.07.2017;1.16;1.29;1.47;1.67;1.8;1.92;2.14;2.29;2.37;2.58;2.76
12.08.2017;1.14;1.28;1.45;1.65;1.8;1.92;2.14;2.29;2.38;2.59;2.77
12.11.2017;1.18;1.33;1.47;1.69;1.82;1.95;2.16;2.3;2.39;2.59;2.77
12.12.2017;1.26;1.34;1.49;1.7;1.83;1.95;2.18;2.32;2.4;2.6;2.79
12.13.17;1.22;1.3;1.47;1.68;1.79;1.9;2.12;2.26;2.36;2.56;2.74
12.14.17;1.21;1.32;1.48;1.7;1.82;1.92;2.14;2.27;2.35;2.53;2.71
12.15.17;1.24;1.31;1.48;1.71;1.84;1.95;2.16;2.28;2.35;2.52;2.68
12.18.17;1.26;1.38;1.51;1.7;1.84;1.94;2.17;2.3;2.39;2.57;2.74
12.19.17;1.25;1.37;1.51;1.71;1.87;1.97;2.23;2.37;2.46;2.66;2.82
12.20.17;1.22;1.38;1.51;1.72;1.87;1.98;2.24;2.4;2.49;2.71;2.88
12.21.17;1.21;1.35;1.54;1.73;1.89;2.01;2.26;2.39;2.48;2.68;2.84
12.22.17;1.15;1.33;1.54;1.73;1.91;2.01;2.26;2.4;2.48;2.68;2.83
12.26.17;1.24;1.47;1.52;1.75;1.92;2.02;2.25;2.38;2.47;2.66;2.82
12.27.17;1.18;1.44;1.53;1.75;1.89;1.99;2.22;2.34;2.42;2.59;2.75
12.28.17;1.19;1.39;1.54;1.76;1.91;2;2.23;2.36;2.43;2.6;2.75
12.29.17;1.28;1.39;1.53;1.76;1.89;1.98;2.2;2.33;2.4;2.58;2.74
01.02.2018;1.29;1.44;1.61;1.83;1.92;2.01;2.25;2.38;2.46;2.64;2.81
01.03.2018;1.29;1.41;1.59;1.81;1.94;2.02;2.25;2.37;2.44;2.62;2.78
01.04.2018;1.28;1.41;1.6;1.82;1.96;2.05;2.27;2.38;2.46;2.62;2.79
01.05.2018;1.27;1.39;1.58;1.8;1.96;2.06;2.29;2.4;2.47;2.64;2.81
01.08.2018;1.3;1.45;1.6;1.79;1.96;2.07;2.29;2.41;2.49;2.65;2.81
01.09.2018;1.27;1.44;1.6;1.78;1.98;2.09;2.33;2.46;2.55;2.72;2.88
01.10.2018;1.31;1.42;1.59;1.78;1.98;2.08;2.32;2.47;2.55;2.73;2.88
01.11.2018;1.32;1.43;1.58;1.77;1.98;2.09;2.32;2.46;2.54;2.72;2.91
01.12.2018;1.31;1.43;1.59;1.78;1.99;2.12;2.35;2.48;2.55;2.71;2.85
01.16.18;1.33;1.45;1.63;1.79;2.03;2.12;2.36;2.48;2.54;2.69;2.83
01.17.18;1.31;1.44;1.63;1.79;2.05;2.15;2.39;2.51;2.57;2.71;2.84
01.18.18;1.29;1.45;1.63;1.79;2.05;2.17;2.43;2.55;2.62;2.77;2.9
01.19.18;1.28;1.44;1.62;1.79;2.06;2.2;2.45;2.57;2.64;2.78;2.91
01.22.18;1.27;1.44;1.65;1.79;2.08;2.21;2.46;2.59;2.66;2.79;2.93
01.23.18;1.26;1.44;1.63;1.78;2.06;2.18;2.43;2.55;2.63;2.77;2.9
01.24.18;1.25;1.43;1.63;1.79;2.08;2.2;2.43;2.57;2.65;2.8;2.93
01.25.18;1.23;1.42;1.64;1.8;2.08;2.2;2.41;2.55;2.63;2.76;2.89
01.26.18;1.24;1.41;1.64;1.8;2.13;2.24;2.47;2.6;2.66;2.79;2.91
01.29.18;1.28;1.44;1.66;1.8;2.11;2.26;2.49;2.63;2.7;2.82;2.94
01.30.18;1.49;1.44;1.66;1.88;2.13;2.27;2.51;2.65;2.73;2.86;2.98
01.31.18;1.43;1.46;1.66;1.9;2.14;2.29;2.52;2.66;2.72;2.83;2.95
02.01.2018;1.41;1.48;1.64;1.89;2.16;2.33;2.56;2.72;2.78;2.9;3.01
02.02.2018;1.4;1.48;1.65;1.88;2.15;2.33;2.58;2.76;2.84;2.97;3.08
02.05.2018;1.4;1.51;1.67;1.85;2.08;2.25;2.5;2.68;2.77;2.92;3.04
02.06.2018;1.48;1.52;1.69;1.87;2.1;2.3;2.52;2.7;2.79;2.94;3.06
02.07.2018;1.36;1.55;1.73;1.91;2.15;2.33;2.57;2.75;2.84;3.01;3.12
02.08.2018;1.32;1.55;1.73;1.91;2.13;2.32;2.57;2.76;2.85;3.03;3.14
02.09.2018;1.31;1.55;1.73;1.89;2.05;2.26;2.52;2.72;2.83;3.02;3.14
02.12.2018;1.35;1.62;1.82;1.93;2.09;2.3;2.56;2.77;2.86;3.02;3.14
02.13.18;1.34;1.59;1.8;1.95;2.1;2.3;2.54;2.74;2.83;2.99;3.11
02.14.18;1.32;1.58;1.81;1.98;2.17;2.4;2.65;2.84;2.91;3.07;3.18
02.15.18;1.3;1.58;1.82;1.99;2.19;2.4;2.65;2.83;2.9;3.04;3.15
02.16.18;1.35;1.62;1.83;2;2.21;2.38;2.63;2.81;2.87;3.02;3.13
02.20.18;1.39;1.66;1.87;2.01;2.25;2.4;2.65;2.81;2.88;3.04;3.15
02.21.18;1.4;1.64;1.85;2.03;2.26;2.44;2.69;2.86;2.94;3.11;3.22
02.22.18;1.34;1.63;1.84;2.02;2.25;2.42;2.66;2.84;2.92;3.09;3.21
02.23.18;1.38;1.64;1.85;2.02;2.25;2.39;2.62;2.79;2.88;3.04;3.16
02.26.18;1.39;1.66;1.87;2.03;2.22;2.37;2.6;2.77;2.86;3.03;3.15
02.27.18;1.49;1.66;1.87;2.08;2.27;2.43;2.67;2.83;2.9;3.06;3.17
02.28.18;1.5;1.65;1.86;2.07;2.25;2.42;2.65;2.8;2.87;3.02;3.13
03.01.2018;1.5;1.63;1.85;2.05;2.22;2.36;2.58;2.74;2.81;2.97;3.09
03.02.2018;1.5;1.65;1.86;2.06;2.25;2.4;2.63;2.79;2.86;3.02;3.14
03.05.2018;1.53;1.7;1.86;2.06;2.24;2.41;2.65;2.81;2.88;3.04;3.16
03.06.2018;1.56;1.68;1.87;2.06;2.25;2.42;2.65;2.81;2.88;3.03;3.14
03.07.2018;1.57;1.68;1.87;2.05;2.25;2.42;2.65;2.81;2.89;3.04;3.15
03.08.2018;1.57;1.67;1.89;2.05;2.25;2.42;2.63;2.79;2.86;3.01;3.13
03.09.2018;1.57;1.67;1.89;2.03;2.27;2.45;2.65;2.82;2.9;3.04;3.16
03.12.2018;1.6;1.71;1.89;2.05;2.27;2.43;2.64;2.79;2.87;3;3.13
03.13.18;1.64;1.73;1.9;2.03;2.26;2.41;2.62;2.77;2.84;2.98;3.1
03.14.18;1.71;1.76;1.94;2.05;2.26;2.41;2.61;2.75;2.81;2.94;3.05
03.15.18;1.7;1.77;1.95;2.07;2.29;2.42;2.62;2.76;2.82;2.94;3.05
03.16.18;1.71;1.78;1.96;2.08;2.31;2.44;2.65;2.78;2.85;2.96;3.08
03.19.18;1.7;1.8;1.99;2.08;2.31;2.45;2.65;2.78;2.85;2.97;3.09
03.20.18;1.76;1.81;1.97;2.08;2.34;2.49;2.69;2.82;2.89;3.01;3.12
03.21.18;1.71;1.74;1.95;2.06;2.31;2.46;2.69;2.82;2.89;3.01;3.12
03.22.18;1.67;1.72;1.95;2.05;2.29;2.43;2.63;2.76;2.83;2.94;3.06
03.23.18;1.69;1.74;1.92;2.04;2.28;2.41;2.61;2.74;2.82;2.94;3.06
03.26.18;1.71;1.79;1.94;2.06;2.33;2.44;2.64;2.78;2.85;2.96;3.08
03.27.18;1.69;1.77;1.93;2.1;2.26;2.39;2.58;2.7;2.78;2.9;3.03
03.28.18;1.65;1.73;1.95;2.12;2.28;2.41;2.59;2.72;2.77;2.89;3.01
03.29.18;1.63;1.73;1.93;2.09;2.27;2.39;2.56;2.68;2.74;2.85;2.97
04.02.2018;1.68;1.77;1.92;2.08;2.25;2.37;2.55;2.67;2.73;2.85;2.97
04.03.2018;1.7;1.75;1.92;2.09;2.28;2.41;2.6;2.73;2.79;2.9;3.02
04.04.2018;1.67;1.71;1.9;2.07;2.28;2.42;2.61;2.73;2.79;2.91;3.03
04.05.2018;1.67;1.72;1.93;2.07;2.3;2.45;2.64;2.76;2.83;2.95;3.07
04.06.2018;1.68;1.73;1.91;2.06;2.27;2.4;2.58;2.7;2.77;2.89;3.01
04.09.2018;1.67;1.76;1.93;2.08;2.29;2.43;2.6;2.72;2.78;2.89;3.02
04.10.2018;1.63;1.74;1.93;2.09;2.32;2.45;2.62;2.74;2.8;2.89;3.02
04.11.2018;1.64;1.73;1.95;2.09;2.32;2.45;2.62;2.72;2.79;2.87;2.99
04.12.2018;1.65;1.75;1.95;2.11;2.34;2.49;2.67;2.78;2.83;2.92;3.05
04.13.18;1.64;1.76;1.97;2.12;2.37;2.51;2.67;2.77;2.82;2.91;3.03
04.16.18;1.64;1.79;1.98;2.12;2.39;2.52;2.69;2.78;2.83;2.91;3.03
04.17.18;1.68;1.8;2.02;2.16;2.41;2.52;2.68;2.77;2.82;2.89;3
04.18.18;1.67;1.81;2.01;2.17;2.42;2.57;2.73;2.83;2.87;2.95;3.06
04.19.18;1.67;1.82;2.01;2.21;2.44;2.58;2.77;2.87;2.92;3.01;3.11
04.20.18;1.65;1.81;2.01;2.22;2.46;2.62;2.8;2.91;2.96;3.04;3.14
04.23.18;1.69;1.87;2.04;2.25;2.49;2.64;2.83;2.94;2.98;3.05;3.15
04.24.18;1.7;1.87;2.05;2.25;2.48;2.63;2.83;2.95;3;3.08;3.18
04.25.18;1.65;1.85;2.03;2.26;2.49;2.64;2.84;2.97;3.03;3.12;3.21
04.26.18;1.62;1.82;2.02;2.25;2.49;2.63;2.82;2.95;3;3.08;3.18
04.27.18;1.62;1.82;2.02;2.24;2.49;2.62;2.8;2.92;2.96;3.03;3.13
04.30.18;1.65;1.87;2.04;2.24;2.49;2.62;2.79;2.91;2.95;3.01;3.11
05.01.2018;1.68;1.85;2.05;2.26;2.5;2.66;2.82;2.93;2.97;3.03;3.13
05.02.2018;1.69;1.84;2.03;2.24;2.49;2.64;2.8;2.92;2.97;3.04;3.14
05.03.2018;1.68;1.84;2.02;2.24;2.49;2.62;2.78;2.9;2.94;3.02;3.12
05.04.2018;1.67;1.84;2.03;2.24;2.51;2.63;2.78;2.9;2.95;3.02;3.12
05.07.2018;1.69;1.86;2.05;2.25;2.49;2.64;2.78;2.9;2.95;3.02;3.12
05.08.2018;1.69;1.87;2.05;2.26;2.51;2.66;2.81;2.93;2.97;3.04;3.13
05.09.2018;1.68;1.88;2.05;2.27;2.54;2.68;2.84;2.96;3;3.07;3.16
05.10.2018;1.69;1.9;2.05;2.27;2.54;2.69;2.83;2.94;2.97;3.04;3.12
05.11.2018;1.68;1.92;2.06;2.28;2.54;2.69;2.84;2.94;2.97;3.03;3.1
05.14.18;1.7;1.93;2.09;2.28;2.55;2.7;2.85;2.96;3;3.06;3.13
05.15.18;1.69;1.92;2.09;2.31;2.58;2.75;2.92;3.04;3.08;3.14;3.2
05.16.18;1.69;1.92;2.09;2.32;2.58;2.76;2.94;3.05;3.09;3.16;3.21
05.17.18;1.7;1.92;2.1;2.32;2.57;2.75;2.94;3.07;3.11;3.19;3.25
05.18.18;1.68;1.91;2.09;2.32;2.55;2.71;2.9;3.02;3.06;3.14;3.2
05.21.18;1.71;1.93;2.14;2.35;2.58;2.73;2.9;3.02;3.06;3.13;3.2
05.22.18;1.73;1.93;2.13;2.34;2.59;2.73;2.9;3.02;3.06;3.14;3.21
05.23.18;1.76;1.92;2.11;2.29;2.53;2.67;2.83;2.95;3.01;3.09;3.17
05.24.18;1.74;1.91;2.09;2.28;2.5;2.65;2.82;2.93;2.98;3.06;3.13
05.25.18;1.7;1.9;2.07;2.27;2.48;2.6;2.76;2.88;2.93;3.01;3.09
05.29.18;1.77;1.93;2.06;2.17;2.32;2.43;2.58;2.71;2.77;2.87;2.96
05.30.18;1.77;1.94;2.08;2.23;2.42;2.53;2.67;2.79;2.84;2.93;3.01
05.31.18;1.76;1.93;2.08;2.23;2.4;2.54;2.68;2.78;2.83;2.91;3
06.01.2018;1.74;1.92;2.1;2.28;2.47;2.61;2.74;2.85;2.89;2.96;3.04
06.04.2018;1.77;1.94;2.13;2.3;2.52;2.64;2.78;2.89;2.94;3;3.08
06.05.2018;1.82;1.94;2.13;2.32;2.49;2.62;2.76;2.87;2.92;2.99;3.07
06.06.2018;1.81;1.95;2.13;2.32;2.52;2.65;2.81;2.93;2.97;3.05;3.13
06.07.2018;1.78;1.94;2.12;2.31;2.5;2.63;2.77;2.88;2.93;3;3.08
06.08.2018;1.78;1.93;2.12;2.3;2.5;2.63;2.77;2.88;2.93;3;3.08
06.11.2018;1.82;1.94;2.11;2.32;2.52;2.66;2.8;2.91;2.96;3.02;3.1
06.12.2018;1.81;1.92;2.1;2.31;2.54;2.67;2.81;2.91;2.96;3.02;3.09
06.13.18;1.82;1.94;2.09;2.35;2.59;2.71;2.85;2.95;2.98;3.04;3.1
06.14.18;1.81;1.94;2.07;2.35;2.59;2.69;2.81;2.9;2.94;2.99;3.05
06.15.18;1.82;1.94;2.07;2.35;2.55;2.68;2.81;2.89;2.93;2.98;3.05
06.18.18;1.84;1.94;2.13;2.35;2.56;2.67;2.8;2.89;2.92;2.98;3.05
06.19.18;1.85;1.94;2.13;2.34;2.54;2.64;2.77;2.84;2.89;2.95;3.02
06.20.18;1.85;1.94;2.14;2.36;2.56;2.67;2.8;2.89;2.93;2.99;3.06
06.21.18;1.85;1.94;2.12;2.34;2.56;2.65;2.77;2.86;2.9;2.97;3.04
06.22.18;1.83;1.93;2.11;2.33;2.56;2.65;2.77;2.86;2.9;2.97;3.04
06.25.18;1.8;1.93;2.13;2.34;2.54;2.63;2.75;2.83;2.87;2.95;3.02
06.26.18;1.79;1.93;2.14;2.33;2.53;2.63;2.75;2.84;2.88;2.95;3.03
06.27.18;1.79;1.93;2.1;2.33;2.52;2.59;2.71;2.79;2.83;2.9;2.97
06.28.18;1.76;1.93;2.11;2.33;2.52;2.6;2.73;2.81;2.84;2.91;2.97
06.29.18;1.77;1.93;2.11;2.33;2.52;2.63;2.73;2.81;2.85;2.91;2.98
07.02.2018;1.9;1.98;2.14;2.34;2.57;2.65;2.75;2.83;2.87;2.92;2.99
07.03.2018;1.91;1.98;2.12;2.33;2.53;2.63;2.72;2.79;2.83;2.89;2.96
07.05.2018;1.87;1.96;2.11;2.32;2.55;2.65;2.74;2.8;2.84;2.88;2.95
07.06.2018;1.86;1.97;2.13;2.34;2.53;2.64;2.71;2.78;2.82;2.87;2.94
07.09.2018;1.87;1.98;2.15;2.34;2.57;2.66;2.75;2.82;2.86;2.9;2.96
07.10.2018;1.88;1.99;2.15;2.36;2.59;2.69;2.77;2.83;2.87;2.91;2.97
07.11.2018;1.89;1.97;2.14;2.36;2.58;2.67;2.74;2.82;2.85;2.89;2.95
07.12.2018;1.89;1.98;2.17;2.39;2.6;2.68;2.75;2.83;2.85;2.89;2.95
07.13.18;1.87;1.98;2.16;2.37;2.59;2.66;2.73;2.8;2.83;2.87;2.94
07.16.18;1.9;2.01;2.19;2.39;2.59;2.67;2.75;2.82;2.85;2.9;2.96
07.17.18;1.93;2.02;2.19;2.39;2.62;2.69;2.76;2.83;2.86;2.91;2.97
07.18.18;1.9;2;2.17;2.43;2.6;2.69;2.77;2.84;2.88;2.93;2.99
07.19.18;1.89;2;2.16;2.4;2.6;2.67;2.74;2.81;2.84;2.9;2.96
07.20.18;1.86;1.99;2.16;2.41;2.6;2.68;2.77;2.85;2.89;2.96;3.03
07.23.18;1.88;1.99;2.19;2.42;2.64;2.72;2.83;2.92;2.96;3.04;3.1
07.24.18;1.92;2.02;2.19;2.42;2.63;2.74;2.83;2.91;2.95;3.02;3.08
07.25.18;1.9;2.01;2.2;2.42;2.66;2.74;2.82;2.9;2.94;3;3.06
07.26.18;1.89;1.99;2.19;2.41;2.69;2.78;2.86;2.95;2.98;3.05;3.1
07.27.18;1.9;2;2.2;2.43;2.67;2.76;2.84;2.92;2.96;3.03;3.09
07.30.18;1.91;2.04;2.21;2.43;2.66;2.77;2.85;2.94;2.98;3.05;3.11
07.31.18;1.94;2.03;2.21;2.44;2.67;2.77;2.85;2.92;2.96;3.03;3.08
08.01.2018;1.93;2.03;2.22;2.45;2.67;2.78;2.87;2.96;3;3.07;3.13
08.02.2018;1.89;2.02;2.22;2.45;2.66;2.76;2.85;2.93;2.98;3.06;3.12
08.03.2018;1.9;2.01;2.23;2.43;2.63;2.74;2.82;2.91;2.95;3.03;3.09
08.06.2018;1.92;2.05;2.23;2.44;2.64;2.73;2.8;2.89;2.94;3.02;3.08
08.07.2018;1.96;2.06;2.23;2.45;2.68;2.76;2.84;2.92;2.98;3.06;3.12
08.08.2018;1.93;2.06;2.24;2.44;2.68;2.77;2.83;2.92;2.96;3.05;3.12
08.09.2018;1.91;2.06;2.25;2.44;2.64;2.74;2.8;2.89;2.93;3.01;3.08
08.10.2018;1.92;2.05;2.23;2.42;2.61;2.68;2.75;2.82;2.87;2.96;3.03
08.13.18;1.93;2.06;2.22;2.42;2.61;2.68;2.75;2.82;2.88;2.97;3.05
08.14.18;1.96;2.08;2.25;2.44;2.63;2.71;2.77;2.84;2.89;2.98;3.06
08.15.18;1.96;2.07;2.23;2.45;2.61;2.68;2.73;2.81;2.86;2.95;3.03
08.16.18;1.96;2.07;2.24;2.45;2.63;2.7;2.75;2.82;2.87;2.95;3.03
08.17.18;1.95;2.05;2.24;2.44;2.61;2.68;2.75;2.82;2.87;2.95;3.03
08.20.18;1.93;2.06;2.25;2.43;2.6;2.65;2.7;2.77;2.82;2.91;2.99
08.21.18;1.94;2.08;2.25;2.45;2.61;2.67;2.73;2.8;2.85;2.93;3
08.22.18;1.95;2.09;2.24;2.43;2.6;2.65;2.7;2.77;2.82;2.91;2.99
08.23.18;1.94;2.08;2.23;2.43;2.61;2.66;2.72;2.78;2.82;2.9;2.97
08.24.18;1.95;2.09;2.25;2.44;2.63;2.68;2.72;2.78;2.82;2.89;2.97
08.27.18;1.96;2.12;2.25;2.47;2.67;2.7;2.74;2.81;2.85;2.92;3
08.28.18;1.96;2.13;2.28;2.47;2.67;2.73;2.77;2.84;2.88;2.96;3.03
08.29.18;1.97;2.13;2.28;2.48;2.67;2.75;2.78;2.85;2.89;2.96;3.02
08.30.18;1.97;2.11;2.28;2.47;2.64;2.72;2.75;2.82;2.86;2.93;3
08.31.18;1.95;2.11;2.28;2.46;2.62;2.7;2.74;2.81;2.86;2.95;3.02
09.04.2018;2;2.13;2.29;2.49;2.66;2.73;2.78;2.85;2.9;2.99;3.07
09.05.2018;2;2.14;2.3;2.49;2.66;2.72;2.77;2.85;2.9;3;3.08
09.06.2018;1.98;2.13;2.3;2.5;2.64;2.71;2.76;2.83;2.88;2.98;3.06
09.07.2018;1.98;2.14;2.3;2.53;2.71;2.78;2.82;2.89;2.94;3.03;3.11
09.10.2018;1.98;2.14;2.32;2.54;2.73;2.78;2.83;2.89;2.94;3.02;3.09
09.11.2018;2.02;2.15;2.31;2.55;2.76;2.83;2.87;2.94;2.98;3.06;3.13
09.12.2018;2.01;2.16;2.33;2.56;2.74;2.82;2.87;2.93;2.97;3.04;3.11
09.13.18;2.01;2.15;2.33;2.55;2.76;2.83;2.87;2.93;2.97;3.04;3.11
09.14.18;2.02;2.16;2.33;2.56;2.78;2.85;2.9;2.96;2.99;3.07;3.13
09.17.18;2.02;2.16;2.35;2.57;2.78;2.85;2.89;2.96;2.99;3.07;3.13
09.18.18;2.05;2.17;2.36;2.58;2.81;2.88;2.94;3.01;3.05;3.14;3.2
09.19.18;2.03;2.16;2.36;2.58;2.81;2.89;2.96;3.04;3.08;3.16;3.23
09.20.18;2.03;2.17;2.37;2.58;2.81;2.89;2.96;3.03;3.07;3.15;3.21
09.21.18;2.05;2.18;2.38;2.58;2.81;2.89;2.95;3.03;3.07;3.14;3.2
09.24.18;2.07;2.22;2.38;2.6;2.83;2.89;2.96;3.04;3.08;3.15;3.21
09.25.18;2.12;2.21;2.38;2.59;2.83;2.91;2.99;3.06;3.1;3.17;3.23
09.26.18;2.11;2.2;2.37;2.58;2.83;2.89;2.96;3.02;3.06;3.14;3.19
09.27.18;2.1;2.18;2.37;2.58;2.83;2.89;2.96;3.02;3.06;3.13;3.19
09.28.18;2.12;2.19;2.36;2.59;2.81;2.88;2.94;3.01;3.05;3.13;3.19
10.01.2018;2.13;2.23;2.4;2.6;2.82;2.9;2.96;3.04;3.09;3.18;3.24
10.02.2018;2.14;2.23;2.41;2.61;2.82;2.88;2.94;3.01;3.05;3.14;3.2
10.03.2018;2.15;2.23;2.41;2.62;2.85;2.94;3.02;3.1;3.15;3.24;3.3
10.04.2018;2.16;2.22;2.42;2.63;2.87;2.97;3.05;3.14;3.19;3.29;3.35
10.05.2018;2.15;2.23;2.41;2.64;2.88;2.99;3.07;3.18;3.23;3.34;3.4
10.09.2018;2.17;2.25;2.46;2.65;2.88;2.98;3.05;3.15;3.21;3.3;3.37
10.10.2018;2.18;2.27;2.45;2.67;2.88;2.97;3.05;3.15;3.22;3.33;3.39
10.11.2018;2.14;2.27;2.44;2.66;2.85;2.94;3;3.09;3.14;3.25;3.32
10.12.2018;2.14;2.28;2.44;2.66;2.85;2.93;3;3.09;3.15;3.25;3.32
10.15.18;2.17;2.31;2.47;2.67;2.85;2.94;3.01;3.1;3.16;3.27;3.34
10.16.18;2.19;2.3;2.46;2.66;2.87;2.95;3.02;3.1;3.16;3.26;3.32
