"Tarih,""Şimdi"",""Açılış"",""Yüksek"",""Düşük"",""Hac."",""Fark %"""
"25.07.2023,""9.537,19"",""9.538,69"",""9.539,68"",""9.537,19"","""",""-0,07%"""
"22.10.2013,""10.012,90"",""10.022,30"",""10.054,90"",""9.992,90"",""207,25M"",""-0,25%"""
"21.10.2013,""10.037,80"",""10.019,60"",""10.063,90"",""9.966,00"",""226,98M"",""0,36%"""
"18.10.2013,""10.001,80"",""9.946,60"",""10.002,60"",""9.915,50"",""234,13M"",""0,84%"""
"17.10.2013,""9.918,00"",""9.854,90"",""9.918,40"",""9.817,10"",""231,68M"",""0,39%"""
"16.10.2013,""9.879,00"",""9.733,10"",""9.890,70"",""9.724,00"",""269,12M"",""0,75%"""
"15.10.2013,""9.805,30"",""9.733,60"",""9.805,30"",""9.699,20"",""250,63M"",""1,13%"""
"14.10.2013,""9.696,00"",""9.631,70"",""9.701,00"",""9.615,30"",""161,74M"",""0,28%"""
"11.10.2013,""9.668,50"",""9.707,30"",""9.707,30"",""9.624,40"",""204,91M"",""0,08%"""
"10.10.2013,""9.660,50"",""9.499,50"",""9.695,10"",""9.485,70"",""313,98M"",""2,35%"""
"09.10.2013,""9.439,00"",""9.302,40"",""9.470,80"",""9.295,60"",""215,02M"",""1,29%"""
"08.10.2013,""9.318,90"",""9.388,20"",""9.410,80"",""9.311,30"",""226,70M"",""-0,67%"""
"07.10.2013,""9.381,90"",""9.380,40"",""9.389,20"",""9.321,60"",""165,53M"",""-0,41%"""
"04.10.2013,""9.420,90"",""9.289,00"",""9.432,70"",""9.267,60"",""220,14M"",""1,35%"""
"03.10.2013,""9.295,70"",""9.367,60"",""9.383,40"",""9.260,40"",""162,51M"",""-0,58%"""
"02.10.2013,""9.350,00"",""9.315,70"",""9.378,20"",""9.272,90"",""196,88M"",""0,09%"""
"01.10.2013,""9.341,50"",""9.177,60"",""9.346,90"",""9.173,40"",""216,83M"",""1,69%"""
"30.09.2013,""9.186,10"",""9.073,20"",""9.199,70"",""9.036,90"",""204,35M"",""-0,46%"""
"27.09.2013,""9.228,40"",""9.283,10"",""9.299,10"",""9.191,60"",""237,70M"",""-0,47%"""
"26.09.2013,""9.272,40"",""9.253,60"",""9.285,90"",""9.176,40"",""238,81M"",""0,32%"""
"25.09.2013,""9.242,90"",""9.154,70"",""9.249,50"",""9.120,10"",""205,47M"",""0,82%"""
"24.09.2013,""9.167,60"",""9.109,70"",""9.171,70"",""9.076,40"",""182,43M"",""0,64%"""
"23.09.2013,""9.109,50"",""9.163,80"",""9.187,80"",""9.057,50"",""186,87M"",""-0,68%"""
"20.09.2013,""9.171,80"",""9.121,90"",""9.171,80"",""9.118,40"",""288,15M"",""0,20%"""
"19.09.2013,""9.153,70"",""9.193,10"",""9.198,70"",""9.096,10"",""297,74M"",""1,01%"""
"18.09.2013,""9.062,50"",""9.019,40"",""9.072,40"",""8.995,50"",""236,03M"",""0,78%"""
"17.09.2013,""8.992,00"",""8.992,50"",""9.005,50"",""8.911,70"",""177,12M"",""-0,08%"""
"16.09.2013,""8.999,50"",""9.017,50"",""9.056,30"",""8.960,30"",""197,76M"",""0,65%"""
"13.09.2013,""8.941,60"",""8.901,10"",""8.951,60"",""8.863,70"",""188,25M"",""0,19%"""
"12.09.2013,""8.924,20"",""8.878,20"",""8.951,40"",""8.861,60"",""261,21M"",""0,55%"""
"11.09.2013,""8.875,20"",""8.789,50"",""8.882,60"",""8.761,40"",""255,35M"",""0,84%"""
"10.09.2013,""8.801,60"",""8.698,10"",""8.813,90"",""8.678,30"",""273,34M"",""1,96%"""
"09.09.2013,""8.632,50"",""8.628,90"",""8.645,20"",""8.568,70"",""152,84M"",""-0,26%"""
"06.09.2013,""8.655,00"",""8.534,30"",""8.678,80"",""8.524,00"",""219,66M"",""1,23%"""
"05.09.2013,""8.550,00"",""8.512,80"",""8.564,10"",""8.473,00"",""213,56M"",""0,70%"""
"04.09.2013,""8.490,30"",""8.473,30"",""8.517,90"",""8.358,60"",""159,26M"",""0,53%"""
"03.09.2013,""8.445,20"",""8.438,50"",""8.513,60"",""8.331,10"",""142,58M"",""0,19%"""
"02.09.2013,""8.429,60"",""8.370,20"",""8.476,20"",""8.369,80"",""155,57M"",""1,68%"""
"30.08.2013,""8.290,50"",""8.406,20"",""8.424,30"",""8.290,50"",""172,00M"",""-1,68%"""
"29.08.2013,""8.432,10"",""8.433,70"",""8.458,10"",""8.354,00"",""142,64M"",""0,40%"""
"28.08.2013,""8.398,10"",""8.367,60"",""8.421,90"",""8.275,90"",""192,42M"",""0,05%"""
"27.08.2013,""8.394,00"",""8.596,50"",""8.643,30"",""8.378,50"",""208,05M"",""-2,96%"""
"26.08.2013,""8.649,90"",""8.669,60"",""8.717,00"",""8.590,40"",""81,29M"",""-0,42%"""
"23.08.2013,""8.686,80"",""8.655,40"",""8.712,40"",""8.575,00"",""128,81M"",""0,66%"""
"22.08.2013,""8.629,70"",""8.485,20"",""8.671,10"",""8.476,20"",""171,81M"",""1,98%"""
"21.08.2013,""8.461,80"",""8.526,30"",""8.558,00"",""8.427,00"",""120,91M"",""-0,48%"""
"20.08.2013,""8.502,40"",""8.613,20"",""8.613,20"",""8.422,60"",""214,21M"",""-1,79%"""
"19.08.2013,""8.657,10"",""8.807,80"",""8.818,80"",""8.641,10"",""170,39M"",""-1,86%"""
"16.08.2013,""8.821,30"",""8.739,30"",""8.828,10"",""8.710,40"",""206,85M"",""0,96%"""
"15.08.2013,""8.737,60"",""8.777,10"",""8.796,70"",""8.633,90"",""138,97M"",""-0,59%"""
"14.08.2013,""8.789,30"",""8.763,40"",""8.789,30"",""8.706,80"",""143,33M"",""0,35%"""
"13.08.2013,""8.758,50"",""8.737,60"",""8.778,80"",""8.695,50"",""136,74M"",""0,47%"""
"12.08.2013,""8.717,70"",""8.733,50"",""8.770,20"",""8.692,80"",""156,53M"",""-0,20%"""
"09.08.2013,""8.735,50"",""8.685,30"",""8.765,70"",""8.628,20"",""204,53M"",""0,73%"""
"08.08.2013,""8.671,80"",""8.587,50"",""8.675,50"",""8.581,10"",""195,76M"",""1,14%"""
"07.08.2013,""8.574,10"",""8.508,10"",""8.577,70"",""8.448,00"",""158,51M"",""0,52%"""
"06.08.2013,""8.529,50"",""8.567,20"",""8.613,10"",""8.469,90"",""151,41M"",""-0,37%"""
"05.08.2013,""8.560,80"",""8.585,10"",""8.617,30"",""8.549,60"",""128,49M"",""-0,15%"""
"02.08.2013,""8.574,00"",""8.564,80"",""8.578,30"",""8.489,50"",""158,46M"",""0,40%"""
"01.08.2013,""8.540,20"",""8.466,30"",""8.543,40"",""8.431,70"",""194,87M"",""1,27%"""
"31.07.2013,""8.433,40"",""8.440,70"",""8.480,10"",""8.375,90"",""191,52M"",""-0,27%"""
"30.07.2013,""8.456,50"",""8.402,50"",""8.467,40"",""8.363,30"",""185,39M"",""0,96%"""
"29.07.2013,""8.376,10"",""8.374,60"",""8.411,80"",""8.349,10"",""168,77M"",""0,27%"""
"26.07.2013,""8.353,60"",""8.307,80"",""8.395,90"",""8.303,20"",""230,05M"",""0,86%"""
"25.07.2013,""8.282,10"",""8.198,50"",""8.287,30"",""8.152,30"",""229,58M"",""1,09%"""
"24.07.2013,""8.192,50"",""8.120,20"",""8.199,10"",""8.095,20"",""253,08M"",""1,47%"""
"23.07.2013,""8.073,70"",""8.014,90"",""8.138,00"",""8.011,90"",""205,39M"",""1,35%"""
"22.07.2013,""7.966,00"",""7.954,90"",""8.016,90"",""7.917,10"",""140,79M"",""0,29%"""
"19.07.2013,""7.943,20"",""7.938,60"",""7.978,90"",""7.887,50"",""156,18M"",""-0,18%"""
"18.07.2013,""7.957,30"",""7.789,60"",""7.964,70"",""7.781,50"",""192,54M"",""1,85%"""
"17.07.2013,""7.812,70"",""7.814,00"",""7.858,10"",""7.702,70"",""176,35M"",""0,19%"""
"16.07.2013,""7.798,20"",""7.868,00"",""7.891,60"",""7.736,60"",""189,29M"",""-0,72%"""
"15.07.2013,""7.855,10"",""7.832,40"",""7.918,90"",""7.782,60"",""156,70M"",""0,13%"""
"12.07.2013,""7.844,70"",""8.034,90"",""8.036,50"",""7.800,80"",""221,68M"",""-2,32%"""
"11.07.2013,""8.030,70"",""8.083,20"",""8.086,60"",""7.980,50"",""175,15M"",""0,45%"""
"10.07.2013,""7.995,00"",""7.975,60"",""8.014,50"",""7.896,00"",""165,10M"",""-0,25%"""
"09.07.2013,""8.014,80"",""8.058,10"",""8.111,50"",""7.965,80"",""188,74M"",""-0,03%"""
"08.07.2013,""8.017,60"",""7.922,00"",""8.068,10"",""7.895,20"",""231,50M"",""1,90%"""
"05.07.2013,""7.868,40"",""7.994,60"",""8.030,60"",""7.847,00"",""221,46M"",""-1,67%"""
"04.07.2013,""8.002,00"",""7.802,40"",""8.035,70"",""7.780,80"",""242,19M"",""3,07%"""
"03.07.2013,""7.763,80"",""7.763,30"",""7.770,60"",""7.612,80"",""276,48M"",""-1,56%"""
"02.07.2013,""7.886,60"",""7.934,50"",""7.934,50"",""7.855,60"",""247,29M"",""-0,26%"""
"01.07.2013,""7.907,10"",""7.817,00"",""7.946,10"",""7.745,50"",""217,10M"",""1,86%"""
"28.06.2013,""7.762,70"",""7.872,50"",""7.936,90"",""7.724,40"",""235,24M"",""-1,04%"""
"27.06.2013,""7.844,40"",""7.826,70"",""7.879,60"",""7.709,90"",""247,00M"",""0,27%"""
"26.06.2013,""7.823,00"",""7.636,60"",""7.848,00"",""7.588,70"",""283,59M"",""2,83%"""
"25.06.2013,""7.607,70"",""7.646,00"",""7.674,60"",""7.581,30"",""251,34M"",""0,72%"""
"24.06.2013,""7.553,20"",""7.682,10"",""7.734,80"",""7.508,40"",""273,35M"",""-1,91%"""
"21.06.2013,""7.700,20"",""7.859,70"",""7.877,00"",""7.700,10"",""448,85M"",""-1,56%"""
"20.06.2013,""7.822,10"",""7.973,50"",""8.014,00"",""7.786,90"",""320,73M"",""-3,41%"""
"19.06.2013,""8.098,30"",""8.178,70"",""8.182,10"",""8.079,10"",""186,33M"",""-1,00%"""
"18.06.2013,""8.180,20"",""8.134,40"",""8.211,00"",""8.099,30"",""207,78M"",""0,54%"""
"17.06.2013,""8.136,30"",""8.132,70"",""8.194,10"",""8.072,40"",""221,82M"",""0,81%"""
"14.06.2013,""8.070,90"",""8.101,80"",""8.140,60"",""8.053,00"",""243,71M"",""-0,01%"""
"13.06.2013,""8.071,70"",""8.039,50"",""8.098,10"",""7.958,60"",""291,66M"",""-0,64%"""
"12.06.2013,""8.123,80"",""8.068,00"",""8.245,30"",""8.054,50"",""276,16M"",""0,43%"""
"11.06.2013,""8.089,30"",""8.179,60"",""8.182,50"",""7.980,10"",""392,86M"",""-1,68%"""
"10.06.2013,""8.227,40"",""8.270,80"",""8.321,70"",""8.184,60"",""276,42M"",""-0,47%"""
"07.06.2013,""8.266,60"",""8.229,20"",""8.308,70"",""8.165,10"",""297,87M"",""0,61%"""
"06.06.2013,""8.216,70"",""8.308,60"",""8.418,30"",""8.216,70"",""278,27M"",""-0,89%"""
"05.06.2013,""8.290,70"",""8.308,40"",""8.430,00"",""8.283,30"",""261,98M"",""-0,86%"""
"04.06.2013,""8.363,00"",""8.341,40"",""8.418,40"",""8.337,50"",""204,15M"",""0,95%"""
"03.06.2013,""8.284,40"",""8.266,60"",""8.368,60"",""8.191,90"",""231,56M"",""-0,44%"""
"31.05.2013,""8.320,60"",""8.441,40"",""8.441,40"",""8.304,60"",""306,74M"",""-1,34%"""
"30.05.2013,""8.433,50"",""8.404,40"",""8.487,10"",""8.395,20"",""237,14M"",""-0,10%"""
"29.05.2013,""8.441,70"",""8.466,20"",""8.495,80"",""8.424,20"",""271,57M"",""-0,82%"""
"28.05.2013,""8.511,30"",""8.408,50"",""8.583,60"",""8.398,20"",""298,98M"",""1,77%"""
"27.05.2013,""8.363,60"",""8.301,40"",""8.363,60"",""8.297,80"",""101,41M"",""1,20%"""
"24.05.2013,""8.264,60"",""8.388,80"",""8.394,60"",""8.216,50"",""189,94M"",""-0,95%"""
"23.05.2013,""8.343,60"",""8.267,70"",""8.356,60"",""8.243,50"",""282,41M"",""-1,40%"""
"22.05.2013,""8.462,40"",""8.469,50"",""8.505,50"",""8.381,20"",""246,35M"",""-0,02%"""
"21.05.2013,""8.464,50"",""8.500,20"",""8.538,00"",""8.398,20"",""216,78M"",""-0,60%"""
"20.05.2013,""8.515,20"",""8.585,40"",""8.613,80"",""8.445,40"",""192,35M"",""-0,78%"""
"17.05.2013,""8.582,40"",""8.528,10"",""8.590,00"",""8.518,40"",""333,37M"",""0,47%"""
"16.05.2013,""8.542,30"",""8.569,90"",""8.589,70"",""8.521,90"",""175,16M"",""-0,47%"""
"15.05.2013,""8.582,50"",""8.464,70"",""8.595,60"",""8.438,60"",""260,69M"",""1,27%"""
"14.05.2013,""8.474,60"",""8.481,20"",""8.489,80"",""8.366,70"",""259,97M"",""0,20%"""
"13.05.2013,""8.457,80"",""8.554,20"",""8.574,60"",""8.405,00"",""227,58M"",""-1,01%"""
"10.05.2013,""8.544,50"",""8.583,00"",""8.669,20"",""8.511,70"",""278,40M"",""-0,33%"""
"09.05.2013,""8.572,70"",""8.597,80"",""8.608,00"",""8.536,40"",""240,24M"",""-0,28%"""
"08.05.2013,""8.597,00"",""8.544,00"",""8.614,50"",""8.500,00"",""263,52M"",""0,62%"""
"07.05.2013,""8.544,00"",""8.541,90"",""8.589,40"",""8.500,10"",""245,77M"",""0,47%"""
"06.05.2013,""8.503,80"",""8.551,20"",""8.553,80"",""8.472,60"",""111,25M"",""-0,48%"""
"03.05.2013,""8.544,80"",""8.445,70"",""8.566,10"",""8.410,30"",""250,00M"",""1,65%"""
"02.05.2013,""8.406,40"",""8.393,90"",""8.563,50"",""8.286,60"",""297,68M"",""-0,15%"""
"30.04.2013,""8.419,00"",""8.488,80"",""8.524,20"",""8.397,80"",""263,76M"",""-0,38%"""
"29.04.2013,""8.450,90"",""8.324,70"",""8.463,90"",""8.324,70"",""305,49M"",""1,85%"""
"26.04.2013,""8.297,00"",""8.323,40"",""8.329,70"",""8.251,50"",""251,95M"",""-0,81%"""
"25.04.2013,""8.365,10"",""8.360,00"",""8.388,80"",""8.270,20"",""251,47M"",""-0,29%"""
"24.04.2013,""8.389,30"",""8.300,20"",""8.412,40"",""8.287,50"",""329,23M"",""1,21%"""
"23.04.2013,""8.289,30"",""8.046,40"",""8.310,20"",""8.031,50"",""372,07M"",""3,26%"""
"22.04.2013,""8.027,70"",""7.983,80"",""8.058,30"",""7.927,60"",""184,18M"",""1,42%"""
"19.04.2013,""7.915,50"",""7.888,00"",""7.955,80"",""7.851,10"",""290,49M"",""1,32%"""
"18.04.2013,""7.812,50"",""7.843,50"",""7.923,90"",""7.764,20"",""245,64M"",""0,12%"""
"17.04.2013,""7.803,00"",""7.984,70"",""7.992,40"",""7.743,60"",""308,07M"",""-1,83%"""
"16.04.2013,""7.948,70"",""7.976,80"",""8.033,70"",""7.934,50"",""208,23M"",""-0,82%"""
"15.04.2013,""8.014,10"",""8.051,70"",""8.093,70"",""7.941,40"",""233,26M"",""-0,33%"""
"12.04.2013,""8.040,40"",""8.084,90"",""8.103,40"",""8.011,00"",""231,79M"",""-1,46%"""
"11.04.2013,""8.159,50"",""8.127,90"",""8.178,90"",""8.063,10"",""214,75M"",""0,28%"""
"10.04.2013,""8.136,40"",""7.917,60"",""8.179,00"",""7.910,20"",""425,65M"",""3,35%"""
"09.04.2013,""7.872,50"",""7.846,60"",""7.897,30"",""7.811,60"",""234,16M"",""1,10%"""
"08.04.2013,""7.787,10"",""7.809,80"",""7.878,60"",""7.774,40"",""196,78M"",""-0,14%"""
"05.04.2013,""7.798,40"",""7.880,40"",""7.935,00"",""7.716,10"",""274,02M"",""-0,63%"""
"04.04.2013,""7.847,90"",""7.966,40"",""8.040,50"",""7.821,70"",""319,34M"",""-0,71%"""
"03.04.2013,""7.904,30"",""8.015,30"",""8.037,60"",""7.880,20"",""247,91M"",""-1,81%"""
"02.04.2013,""8.050,40"",""7.917,60"",""8.059,00"",""7.888,10"",""281,99M"",""1,65%"""
"28.03.2013,""7.920,00"",""7.892,90"",""7.972,00"",""7.797,20"",""274,67M"",""0,25%"""
"27.03.2013,""7.900,40"",""8.038,00"",""8.040,20"",""7.822,50"",""478,77M"",""-1,13%"""
"26.03.2013,""7.990,50"",""8.175,10"",""8.183,70"",""7.968,20"",""358,73M"",""-1,84%"""
"25.03.2013,""8.140,60"",""8.434,60"",""8.461,90"",""8.100,30"",""363,68M"",""-2,27%"""
"22.03.2013,""8.329,50"",""8.321,80"",""8.395,10"",""8.258,90"",""238,21M"",""-0,26%"""
"21.03.2013,""8.351,20"",""8.412,60"",""8.447,80"",""8.260,80"",""284,51M"",""-0,77%"""
"20.03.2013,""8.416,30"",""8.394,30"",""8.494,40"",""8.327,00"",""244,36M"",""1,15%"""
"19.03.2013,""8.321,00"",""8.499,90"",""8.532,40"",""8.250,50"",""356,45M"",""-2,20%"""
"18.03.2013,""8.507,80"",""8.383,20"",""8.527,60"",""8.351,80"",""265,68M"",""-1,29%"""
"15.03.2013,""8.619,10"",""8.645,20"",""8.649,90"",""8.544,50"",""417,42M"",""-0,45%"""
"14.03.2013,""8.657,90"",""8.532,80"",""8.670,40"",""8.529,60"",""278,30M"",""1,88%"""
"13.03.2013,""8.498,30"",""8.502,70"",""8.516,70"",""8.434,90"",""210,77M"",""-0,40%"""
"12.03.2013,""8.532,30"",""8.529,00"",""8.598,10"",""8.506,70"",""186,35M"",""-0,26%"""
"11.03.2013,""8.554,40"",""8.605,00"",""8.610,20"",""8.495,60"",""174,80M"",""-0,85%"""
"08.03.2013,""8.628,10"",""8.444,10"",""8.638,30"",""8.439,80"",""328,12M"",""2,85%"""
"07.03.2013,""8.389,10"",""8.393,40"",""8.454,70"",""8.379,90"",""176,28M"",""0,36%"""
"06.03.2013,""8.358,90"",""8.436,20"",""8.485,00"",""8.356,30"",""188,36M"",""-0,76%"""
"05.03.2013,""8.423,30"",""8.325,40"",""8.429,50"",""8.313,10"",""255,57M"",""2,15%"""
"04.03.2013,""8.246,30"",""8.135,10"",""8.271,70"",""8.129,20"",""232,94M"",""0,72%"""
"01.03.2013,""8.187,10"",""8.220,50"",""8.285,80"",""8.105,20"",""335,83M"",""-0,52%"""
"28.02.2013,""8.230,30"",""8.185,80"",""8.252,30"",""8.142,80"",""351,22M"",""1,15%"""
"27.02.2013,""8.136,70"",""8.015,90"",""8.136,70"",""7.966,40"",""290,26M"",""1,95%"""
"26.02.2013,""7.980,70"",""7.943,20"",""8.099,80"",""7.911,10"",""407,97M"",""-3,20%"""
"25.02.2013,""8.244,50"",""8.232,70"",""8.400,10"",""8.135,20"",""329,55M"",""0,80%"""
"22.02.2013,""8.179,00"",""8.059,30"",""8.179,00"",""8.051,10"",""218,06M"",""2,05%"""
"21.02.2013,""8.014,50"",""8.117,50"",""8.117,60"",""7.982,00"",""273,81M"",""-1,82%"""
"20.02.2013,""8.163,00"",""8.235,10"",""8.274,40"",""8.146,90"",""174,83M"",""-0,76%"""
"19.02.2013,""8.225,30"",""8.090,00"",""8.230,80"",""8.087,00"",""256,62M"",""1,44%"""
"18.02.2013,""8.108,90"",""8.110,90"",""8.145,40"",""8.037,30"",""159,63M"",""-0,51%"""
"15.02.2013,""8.150,20"",""8.237,30"",""8.251,20"",""8.150,20"",""242,67M"",""-1,18%"""
"14.02.2013,""8.247,40"",""8.272,00"",""8.328,70"",""8.155,50"",""264,98M"",""-0,71%"""
"13.02.2013,""8.306,20"",""8.257,70"",""8.343,40"",""8.211,90"",""267,53M"",""0,87%"""
"12.02.2013,""8.234,70"",""8.069,00"",""8.240,80"",""8.045,10"",""243,71M"",""1,93%"""
"11.02.2013,""8.078,60"",""8.181,50"",""8.181,50"",""8.056,00"",""176,15M"",""-1,18%"""
"08.02.2013,""8.174,90"",""8.025,40"",""8.183,30"",""8.008,70"",""231,59M"",""2,00%"""
"07.02.2013,""8.014,60"",""8.081,50"",""8.160,10"",""8.005,60"",""267,89M"",""-0,52%"""
"06.02.2013,""8.056,20"",""8.115,40"",""8.161,00"",""8.013,00"",""323,69M"",""-0,46%"""
"05.02.2013,""8.093,60"",""7.901,50"",""8.126,80"",""7.895,50"",""340,04M"",""2,20%"""
"04.02.2013,""7.919,60"",""8.225,00"",""8.227,70"",""7.916,80"",""395,05M"",""-3,77%"""
"01.02.2013,""8.229,70"",""8.233,40"",""8.301,30"",""8.159,50"",""598,10M"",""-1,59%"""
"31.01.2013,""8.362,30"",""8.542,50"",""8.543,70"",""8.362,30"",""306,58M"",""-2,45%"""
"30.01.2013,""8.571,90"",""8.647,10"",""8.689,20"",""8.556,10"",""187,32M"",""-0,82%"""
"29.01.2013,""8.643,00"",""8.674,40"",""8.690,90"",""8.606,80"",""179,38M"",""-0,34%"""
"28.01.2013,""8.672,50"",""8.755,90"",""8.755,90"",""8.672,50"",""170,36M"",""-0,60%"""
"25.01.2013,""8.724,60"",""8.642,60"",""8.734,10"",""8.616,30"",""180,05M"",""0,68%"""
"24.01.2013,""8.665,60"",""8.597,20"",""8.673,00"",""8.576,40"",""199,09M"",""0,61%"""
"23.01.2013,""8.613,30"",""8.637,90"",""8.650,40"",""8.585,50"",""229,70M"",""-0,22%"""
"22.01.2013,""8.632,10"",""8.655,00"",""8.675,40"",""8.588,50"",""223,75M"",""-0,39%"""
"21.01.2013,""8.665,90"",""8.628,30"",""8.665,90"",""8.608,90"",""194,48M"",""0,72%"""
"18.01.2013,""8.604,00"",""8.662,30"",""8.679,80"",""8.600,70"",""305,70M"",""-0,29%"""
"17.01.2013,""8.628,90"",""8.568,40"",""8.664,90"",""8.565,90"",""234,68M"",""0,56%"""
"16.01.2013,""8.581,10"",""8.588,90"",""8.604,00"",""8.525,50"",""291,65M"",""-0,23%"""
"15.01.2013,""8.601,00"",""8.549,60"",""8.607,50"",""8.520,60"",""271,88M"",""-0,36%"""
"14.01.2013,""8.632,10"",""8.699,20"",""8.721,10"",""8.601,30"",""250,46M"",""-0,38%"""
"11.01.2013,""8.664,70"",""8.638,00"",""8.677,40"",""8.580,00"",""252,44M"",""0,53%"""
"10.01.2013,""8.618,90"",""8.607,30"",""8.649,30"",""8.548,40"",""493,39M"",""0,15%"""
"09.01.2013,""8.606,40"",""8.491,80"",""8.614,20"",""8.485,40"",""445,02M"",""1,81%"""
"08.01.2013,""8.453,00"",""8.388,20"",""8.493,50"",""8.374,70"",""335,51M"",""0,40%"""
"07.01.2013,""8.419,00"",""8.434,30"",""8.485,60"",""8.406,30"",""289,12M"",""-0,20%"""
"04.01.2013,""8.435,80"",""8.411,70"",""8.447,00"",""8.386,70"",""230,12M"",""0,39%"""
"03.01.2013,""8.403,40"",""8.375,00"",""8.422,60"",""8.334,30"",""182,28M"",""-0,52%"""
"02.01.2013,""8.447,60"",""8.337,90"",""8.447,60"",""8.286,70"",""280,53M"",""3,43%"""
"31.12.2012,""8.167,50"",""8.111,90"",""8.167,50"",""8.041,70"",""105,48M"",""0,45%"""
"28.12.2012,""8.131,00"",""8.276,60"",""8.308,70"",""8.103,90"",""253,63M"",""-1,81%"""
"27.12.2012,""8.280,90"",""8.236,50"",""8.345,40"",""8.231,20"",""203,33M"",""-0,22%"""
"24.12.2012,""8.299,50"",""8.261,60"",""8.304,30"",""8.256,00"",""82,70M"",""0,10%"""
"21.12.2012,""8.291,00"",""8.223,50"",""8.291,00"",""8.203,80"",""620,09M"",""0,32%"""
"20.12.2012,""8.264,20"",""8.226,70"",""8.297,90"",""8.216,80"",""437,33M"",""0,00%"""
"19.12.2012,""8.264,20"",""8.192,30"",""8.322,00"",""8.185,40"",""436,32M"",""1,17%"""
"18.12.2012,""8.168,80"",""8.068,60"",""8.171,60"",""8.062,90"",""295,58M"",""1,60%"""
"17.12.2012,""8.040,30"",""8.017,80"",""8.049,30"",""7.975,00"",""183,12M"",""0,20%"""
"14.12.2012,""8.024,10"",""8.025,90"",""8.045,30"",""8.003,60"",""176,92M"",""0,09%"""
"13.12.2012,""8.017,10"",""8.005,90"",""8.037,00"",""7.977,30"",""198,05M"",""0,38%"""
"12.12.2012,""7.986,80"",""7.935,10"",""7.988,30"",""7.927,30"",""229,13M"",""0,83%"""
"11.12.2012,""7.920,90"",""7.813,60"",""7.927,00"",""7.806,20"",""251,45M"",""1,49%"""
"10.12.2012,""7.804,40"",""7.796,10"",""7.804,40"",""7.670,80"",""251,31M"",""-0,56%"""
"07.12.2012,""7.848,50"",""7.915,70"",""7.942,60"",""7.813,10"",""325,54M"",""-0,79%"""
"06.12.2012,""7.910,80"",""7.905,80"",""7.947,80"",""7.841,80"",""241,41M"",""0,35%"""
"05.12.2012,""7.883,20"",""7.948,50"",""7.976,70"",""7.844,70"",""210,38M"",""-0,24%"""
"04.12.2012,""7.902,40"",""7.871,90"",""7.945,70"",""7.870,90"",""135,64M"",""0,17%"""
"03.12.2012,""7.889,20"",""7.963,40"",""8.027,80"",""7.874,10"",""216,21M"",""-0,57%"""
"30.11.2012,""7.934,60"",""7.967,90"",""7.989,60"",""7.922,70"",""301,07M"",""-0,49%"""
"29.11.2012,""7.973,70"",""7.887,40"",""7.975,50"",""7.883,80"",""250,04M"",""1,74%"""
"28.11.2012,""7.837,60"",""7.839,40"",""7.854,90"",""7.753,70"",""242,36M"",""-0,33%"""
"27.11.2012,""7.863,70"",""7.936,60"",""7.955,20"",""7.819,70"",""251,03M"",""-0,14%"""
"26.11.2012,""7.874,80"",""7.882,80"",""7.893,00"",""7.842,60"",""126,45M"",""-0,44%"""
"23.11.2012,""7.909,60"",""7.887,20"",""7.915,60"",""7.825,10"",""142,36M"",""0,43%"""
"22.11.2012,""7.875,60"",""7.828,50"",""7.894,40"",""7.809,00"",""137,98M"",""0,90%"""
"21.11.2012,""7.805,40"",""7.751,80"",""7.825,40"",""7.716,80"",""129,04M"",""0,34%"""
"20.11.2012,""7.778,70"",""7.722,40"",""7.787,20"",""7.695,50"",""122,78M"",""0,19%"""
"19.11.2012,""7.763,80"",""7.661,80"",""7.775,10"",""7.601,70"",""180,51M"",""2,31%"""
"16.11.2012,""7.588,20"",""7.694,00"",""7.725,00"",""7.588,20"",""207,28M"",""-1,39%"""
"15.11.2012,""7.695,50"",""7.615,40"",""7.744,30"",""7.610,40"",""135,77M"",""0,29%"""
"14.11.2012,""7.673,00"",""7.695,60"",""7.756,50"",""7.642,80"",""215,13M"",""-0,27%"""
"13.11.2012,""7.693,40"",""7.521,90"",""7.715,50"",""7.490,60"",""179,05M"",""1,66%"""
"12.11.2012,""7.567,80"",""7.632,10"",""7.633,30"",""7.548,10"",""112,77M"",""-0,90%"""
"09.11.2012,""7.636,60"",""7.613,30"",""7.674,00"",""7.496,00"",""158,79M"",""0,16%"""
"08.11.2012,""7.624,10"",""7.696,40"",""7.718,00"",""7.606,40"",""134,22M"",""-0,48%"""
"07.11.2012,""7.660,70"",""7.899,70"",""7.918,60"",""7.638,50"",""190,27M"",""-2,26%"""
"06.11.2012,""7.837,60"",""7.812,30"",""7.868,30"",""7.800,90"",""112,42M"",""0,24%"""
"05.11.2012,""7.818,60"",""7.891,60"",""7.894,70"",""7.793,30"",""108,85M"",""-1,89%"""
"02.11.2012,""7.968,90"",""7.905,40"",""7.995,90"",""7.834,60"",""119,30M"",""1,05%"""
"01.11.2012,""7.886,40"",""7.807,10"",""7.928,80"",""7.790,30"",""90,29M"",""0,55%"""
"31.10.2012,""7.842,90"",""7.831,40"",""7.939,90"",""7.830,90"",""164,28M"",""0,11%"""
"30.10.2012,""7.833,90"",""7.763,60"",""7.844,00"",""7.755,90"",""93,86M"",""1,36%"""
