"Index","X3M","X6M","X1Y","X2Y","X3Y","X4Y","X5Y","X6Y","X7Y","X8Y","X9Y","X10Y","X11Y","X12Y","X13Y","X14Y","X15Y","X16Y","X17Y","X18Y","X19Y","X20Y","X21Y","X22Y","X23Y","X24Y","X25Y","X26Y","X27Y","X28Y","X29Y","X30Y"
"2015-04-02",-0.245668,-0.287846,-0.25413,-0.22716,-0.208065,-0.158718,-0.088969,-0.011423,0.065748,0.138199,0.204044,0.262803,0.314733,0.360431,0.400612,0.435996,0.467246,0.494952,0.519621,0.541687,0.561515,0.579412,0.595637,0.610406,0.623903,0.636283,0.647677,0.658197,0.667939,0.676987,0.685411,0.693274
"2015-04-13",-0.259818,-0.301939,-0.263027,-0.238791,-0.230034,-0.1901,-0.126695,-0.052414,0.023949,0.097338,0.165248,0.226723,0.281682,0.330497,0.373741,0.412048,0.446039,0.476284,0.50329,0.527498,0.549286,0.568976,0.586842,0.603116,0.617994,0.631646,0.644214,0.65582,0.666569,0.676553,0.685849,0.694526
"2015-04-20",-0.245376,-0.30698,-0.281621,-0.22771,-0.207536,-0.176965,-0.132073,-0.078692,-0.022383,0.03312,0.085662,0.134185,0.178319,0.218097,0.253773,0.285702,0.314273,0.339871,0.362853,0.383544,0.402229,0.419161,0.434554,0.448598,0.461454,0.473259,0.484134,0.494182,0.503491,0.51214,0.520195,0.527714
"2015-04-27",-0.291666,-0.286015,-0.274917,-0.246189,-0.203789,-0.148897,-0.085663,-0.018457,0.049161,0.11467,0.176486,0.233759,0.286162,0.333712,0.376636,0.415277,0.450029,0.481295,0.509461,0.534888,0.5579,0.578784,0.597796,0.615157,0.63106,0.645671,0.659135,0.671579,0.683111,0.693825,0.703805,0.713122
"2015-05-04",-0.301437,-0.291262,-0.266267,-0.200063,-0.11795,-0.026822,0.067538,0.16085,0.250242,0.333992,0.411232,0.481695,0.545502,0.603013,0.654714,0.701145,0.742852,0.780359,0.814151,0.844666,0.872296,0.897387,0.92024,0.941119,0.960252,0.977838,0.994049,1.009036,1.022926,1.035834,1.047859,1.059086
"2015-05-11",-0.281573,-0.275593,-0.260871,-0.207273,-0.118817,-0.006134,0.11766,0.242268,0.361073,0.47051,0.569148,0.656877,0.734324,0.802467,0.862397,0.915186,0.961819,1.00317,1.039992,1.07293,1.102528,1.129243,1.153461,1.175506,1.195652,1.214129,1.231134,1.246836,1.261376,1.27488,1.287453,1.299188
"2015-05-18",-0.272396,-0.261734,-0.243889,-0.19207,-0.102642,0.016771,0.151262,0.288253,0.419494,0.540512,0.649483,0.746218,0.831427,0.906234,0.971894,1.029629,1.080559,1.125669,1.165803,1.20168,1.233901,1.262974,1.289322,1.313302,1.335212,1.355306,1.373798,1.390872,1.406682,1.421365,1.435036,1.447795
"2015-05-25",-0.276677,-0.268047,-0.255181,-0.212434,-0.128555,-0.011947,0.121055,0.256904,0.386884,0.506387,0.613618,0.708476,0.791761,0.864674,0.928519,0.98455,1.033902,1.07756,1.116368,1.151035,1.182155,1.210223,1.235655,1.258796,1.279937,1.299324,1.317165,1.333636,1.348888,1.363052,1.37624,1.388548
"2015-06-01",-0.266233,-0.259417,-0.252854,-0.2282,-0.164023,-0.065617,0.051661,0.17433,0.293399,0.40389,0.503656,0.592291,0.670348,0.738827,0.798878,0.851635,0.898136,0.939294,0.975892,1.008592,1.03795,1.064434,1.08843,1.110267,1.130217,1.148512,1.165348,1.180892,1.195285,1.208652,1.221097,1.232713
"2015-06-08",-0.252213,-0.24531,-0.23498,-0.181888,-0.067781,0.088501,0.261814,0.433911,0.594431,0.738792,0.865942,0.976711,1.072772,1.156052,1.228423,1.291573,1.346955,1.395793,1.439105,1.477733,1.512368,1.543582,1.571847,1.597558,1.62104,1.64257,1.662381,1.680669,1.697604,1.713329,1.72797,1.741636
"2015-06-15",-0.260238,-0.250443,-0.23935,-0.190341,-0.079087,0.075909,0.247932,0.417878,0.575273,0.715785,0.8387,0.945138,1.036982,1.116282,1.184976,1.244771,1.297115,1.343213,1.384056,1.420456,1.453079,1.48247,1.509079,1.533279,1.55538,1.575642,1.594285,1.611494,1.62743,1.642228,1.656005,1.668864
"2015-06-22",-0.237119,-0.233544,-0.232477,-0.193521,-0.081374,0.081576,0.265355,0.448615,0.619487,0.772852,0.907607,1.02473,1.126098,1.213834,1.289981,1.35636,1.414532,1.465804,1.511258,1.551785,1.588116,1.620855,1.6505,1.677463,1.702088,1.724666,1.74544,1.764618,1.782376,1.798866,1.814219,1.828548
"2015-06-29",-0.259796,-0.254139,-0.25072,-0.215043,-0.112088,0.041599,0.219007,0.399429,0.57049,0.726209,0.864654,0.986158,1.092147,1.184455,1.264959,1.335398,1.3973,1.451971,1.500512,1.543838,1.582708,1.617752,1.649496,1.678375,1.704756,1.728946,1.751205,1.771754,1.790783,1.808453,1.824905,1.840261
"2015-07-06",-0.29116,-0.282909,-0.284066,-0.266849,-0.17533,-0.024258,0.155693,0.34073,0.516744,0.676983,0.819276,0.943953,1.052532,1.14696,1.229214,1.301114,1.364252,1.419985,1.469448,1.513583,1.55317,1.588857,1.621178,1.650581,1.677439,1.702065,1.724725,1.745644,1.765015,1.783003,1.799751,1.815383
"2015-07-13",-0.26482,-0.277993,-0.283043,-0.226033,-0.107446,0.047362,0.220268,0.39858,0.573659,0.739861,0.893729,1.033385,1.158067,1.267787,1.363073,1.444781,1.513957,1.571742,1.619299,1.65777,1.688243,1.711734,1.729176,1.741417,1.749217,1.753252,1.75412,1.752345,1.748384,1.742633,1.735434,1.72708
"2015-07-20",-0.253688,-0.267478,-0.276962,-0.238169,-0.145157,-0.018931,0.125235,0.276421,0.42701,0.57186,0.70767,0.832493,0.945363,1.046009,1.134642,1.211795,1.278201,1.334708,1.382217,1.421635,1.453845,1.479687,1.499947,1.515345,1.526539,1.53412,1.538617,1.540499,1.54018,1.538022,1.534342,1.529413
"2015-07-27",-0.247551,-0.262816,-0.275956,-0.246463,-0.164175,-0.049042,0.084343,0.225485,0.367002,0.50386,0.63278,0.751779,0.859821,0.956546,1.042066,1.116816,1.181433,1.236674,1.283359,1.322321,1.354379,1.380315,1.400867,1.416713,1.428475,1.436716,1.441939,1.444593,1.445076,1.443736,1.440879,1.436771
"2015-08-03",-0.254245,-0.269826,-0.284081,-0.258279,-0.180917,-0.071316,0.056363,0.191917,0.328147,0.460128,0.584638,0.699712,0.804309,0.898045,0.981004,1.053579,1.116371,1.170098,1.215542,1.253501,1.284761,1.310078,1.330159,1.345664,1.357192,1.365289,1.370442,1.373088,1.373613,1.372355,1.369613,1.365646
