"Index","X3M","X6M","X1Y","X2Y","X3Y","X4Y","X5Y","X6Y","X7Y","X8Y","X9Y","X10Y","X11Y","X12Y","X13Y","X14Y","X15Y","X16Y","X17Y","X18Y","X19Y","X20Y","X21Y","X22Y","X23Y","X24Y","X25Y","X26Y","X27Y","X28Y","X29Y","X30Y"
"2015-08-10",-0.264327,-0.281727,-0.298127,-0.271828,-0.18942,-0.071914,0.065296,0.211122,0.357742,0.499807,0.633816,0.757635,0.870129,0.970881,1.059978,1.137845,1.205129,1.262608,1.311126,1.351548,1.384723,1.411468,1.432552,1.448686,1.46052,1.468644,1.473588,1.475823,1.475769,1.473792,1.470215,1.46532
"2015-08-17",-0.261615,-0.277423,-0.291928,-0.265944,-0.187696,-0.076723,0.052635,0.190025,0.32813,0.461933,0.588143,0.704745,0.810664,0.905496,0.989313,1.062509,1.125688,1.17958,1.224977,1.262694,1.293533,1.318268,1.337624,1.352277,1.362844,1.369885,1.373904,1.375351,1.374624,1.372074,1.368009,1.362698
"2015-08-24",-0.237366,-0.255683,-0.275292,-0.259714,-0.191918,-0.09124,0.028127,0.155928,0.284914,0.410108,0.528235,0.637287,0.736179,0.824493,0.902281,0.969911,1.02796,1.07713,1.118186,1.151913,1.179089,1.200459,1.216726,1.228541,1.2365,1.241144,1.242958,1.242374,1.239775,1.235497,1.229836,1.223048
"2015-08-31",-0.25395,-0.262957,-0.26515,-0.218853,-0.124758,-0.001234,0.138223,0.283862,0.4288,0.568326,0.699364,0.820057,0.929439,1.027188,1.113437,1.188626,1.253399,1.308517,1.354803,1.393098,1.424232,1.448999,1.468153,1.482388,1.492347,1.498609,1.501699,1.502085,1.500184,1.496363,1.490946,1.484215
"2015-09-07",-0.248789,-0.263562,-0.276097,-0.246318,-0.164167,-0.048993,0.084914,0.227165,0.370361,0.509381,0.640824,0.762572,0.873458,0.973002,1.061215,1.138445,1.205266,1.262389,1.310601,1.350717,1.383551,1.409891,1.430483,1.446026,1.457161,1.464476,1.4685,1.46971,1.468529,1.465334,1.460456,1.454185
"2015-09-14",-0.238039,-0.255461,-0.273042,-0.252201,-0.177303,-0.06767,0.06232,0.202126,0.344161,0.483106,0.615361,0.738626,0.851562,0.953544,1.044453,1.12453,1.194261,1.254283,1.305328,1.348167,1.383583,1.41234,1.435171,1.452765,1.465764,1.474754,1.480271,1.482798,1.482767,1.480565,1.476533,1.470972
"2015-09-21",-0.260677,-0.272738,-0.280617,-0.24402,-0.157479,-0.039543,0.096065,0.239349,0.38318,0.522614,0.654361,0.776373,0.88752,0.987338,1.075842,1.153377,1.220509,1.277938,1.326442,1.366827,1.3999,1.42644,1.447191,1.462847,1.474049,1.481384,1.485383,1.486522,1.485228,1.48188,1.476811,1.470316
"2015-09-28",-0.279897,-0.290818,-0.297619,-0.262563,-0.1808,-0.069385,0.058984,0.194996,0.331954,0.465168,0.591482,0.708891,0.816252,0.913054,0.999243,1.075085,1.141062,1.197794,1.245983,1.286365,1.319684,1.346667,1.368008,1.384362,1.396338,1.404493,1.409335,1.411323,1.410871,1.408345,1.40407,1.398336
"2015-10-05",-0.303269,-0.29078,-0.280206,-0.262738,-0.208468,-0.112792,0.011025,0.148014,0.286617,0.419403,0.54232,0.653672,0.753233,0.841607,0.919799,0.988954,1.050211,1.104625,1.153135,1.196558,1.235594,1.270837,1.30279,1.331879,1.358461,1.382843,1.405283,1.426002,1.445189,1.463007,1.479598,1.495083
"2015-10-12",-0.308666,-0.297026,-0.285224,-0.26074,-0.199558,-0.099029,0.027853,0.166802,0.306813,0.440791,0.564846,0.67734,0.778051,0.867566,0.946866,1.017081,1.079336,1.134679,1.184049,1.228263,1.268024,1.303933,1.336496,1.366144,1.393241,1.418096,1.440973,1.462096,1.481658,1.499824,1.516739,1.532527
"2015-10-19",-0.302346,-0.294017,-0.28762,-0.270307,-0.21301,-0.114272,0.012161,0.151501,0.292402,0.427538,0.552865,0.66665,0.768611,0.859301,0.93969,1.010899,1.074057,1.130219,1.180328,1.225211,1.265579,1.302038,1.335102,1.365208,1.392724,1.417964,1.441195,1.462646,1.482511,1.50096,1.518137,1.53417
"2015-10-26",-0.347988,-0.341307,-0.338304,-0.327152,-0.274499,-0.178962,-0.054661,0.083259,0.223187,0.357618,0.482406,0.59575,0.697337,0.787699,0.867795,0.938741,1.001661,1.057607,1.10752,1.152226,1.192432,1.228743,1.261673,1.291655,1.319058,1.344195,1.36733,1.388692,1.408475,1.426847,1.443954,1.459921
"2015-11-02",-0.336365,-0.326423,-0.319086,-0.301108,-0.23988,-0.134434,-0.000564,0.145422,0.291463,0.430101,0.557479,0.672168,0.774202,0.864406,0.94396,1.014143,1.076188,1.13122,1.180226,1.224057,1.263436,1.298974,1.331184,1.3605,1.387287,1.411854,1.434462,1.455335,1.474665,1.492615,1.509328,1.524927
"2015-11-09",-0.352648,-0.340272,-0.330455,-0.31023,-0.243526,-0.126861,0.023332,0.189067,0.356556,0.516956,0.665447,0.80001,0.920378,1.02727,1.121888,1.205606,1.279789,1.345703,1.404481,1.457104,1.504418,1.547139,1.585876,1.621141,1.65337,1.682932,1.71014,1.735261,1.758526,1.78013,1.800247,1.819023
"2015-11-16",-0.368933,-0.362489,-0.362863,-0.360335,-0.310618,-0.210545,-0.075905,0.075861,0.231205,0.381273,0.521082,0.648388,0.762689,0.864488,0.954803,1.034853,1.10588,1.169055,1.225432,1.275935,1.321361,1.362389,1.399599,1.433479,1.464446,1.492852,1.518997,1.543138,1.565495,1.586258,1.60559,1.623634
"2015-11-23",-0.379808,-0.374779,-0.3789,-0.380325,-0.327901,-0.22207,-0.082308,0.071998,0.226833,0.373709,0.508343,0.629216,0.736439,0.830977,0.914158,0.987397,1.052043,1.10931,1.160258,1.205794,1.246683,1.283569,1.316993,1.347408,1.375195,1.400677,1.424125,1.445774,1.465821,1.484437,1.50177,1.517947
"2015-11-30",-0.409204,-0.40263,-0.403232,-0.402938,-0.357015,-0.261298,-0.130889,0.017131,0.169338,0.316867,0.454664,0.580391,0.693455,0.794281,0.883822,0.963249,1.033766,1.096517,1.152535,1.202729,1.247887,1.288678,1.325677,1.359368,1.390163,1.418412,1.444414,1.468423,1.490658,1.511307,1.530534,1.54848
"2015-12-07",-0.344214,-0.328414,-0.316162,-0.301399,-0.246252,-0.14304,-0.006524,0.146007,0.30108,0.449998,0.587999,0.713062,0.824884,0.924121,1.0119,1.089511,1.158239,1.219275,1.273678,1.322369,1.366134,1.405644,1.441463,1.474068,1.503865,1.531193,1.556345,1.579567,1.601072,1.621043,1.639637,1.656993
"2015-12-14",-0.377491,-0.359547,-0.347371,-0.337442,-0.284301,-0.179318,-0.039269,0.116788,0.274441,0.424716,0.562942,0.687348,0.797903,0.895501,0.981453,1.057181,1.124052,1.18331,1.23604,1.283175,1.325505,1.363693,1.398297,1.429788,1.458558,1.484942,1.509221,1.531636,1.552392,1.571667,1.589614,1.606365
"2015-12-21",-0.413743,-0.396644,-0.383082,-0.364031,-0.300466,-0.1878,-0.043811,0.112833,0.26858,0.415333,0.549143,0.668759,0.774494,0.867455,0.949063,1.02079,1.084014,1.139964,1.189703,1.234133,1.274013,1.309979,1.342562,1.372208,1.399291,1.424125,1.446977,1.468073,1.487609,1.50575,1.52264,1.538405
"2015-12-28",-0.420946,-0.401552,-0.379299,-0.339524,-0.260259,-0.138092,0.011282,0.171228,0.329483,0.478589,0.614829,0.736978,0.845293,0.940804,1.024871,1.098921,1.164309,1.222256,1.273824,1.319925,1.36133,1.398686,1.432539,1.463347,1.491495,1.517308,1.541062,1.562993,1.583302,1.602162,1.619721,1.63611
"2016-01-04",-0.467927,-0.441621,-0.410613,-0.366505,-0.290997,-0.174151,-0.028807,0.129236,0.287602,0.438365,0.577291,0.702713,0.814554,0.913619,1.001124,1.078417,1.146814,1.207524,1.261617,1.310018,1.353515,1.392777,1.428369,1.460766,1.49037,1.517522,1.54251,1.565581,1.586946,1.606787,1.62526,1.642502
"2016-01-11",-0.473211,-0.452719,-0.428018,-0.384841,-0.304736,-0.182912,-0.033726,0.126868,0.286755,0.438327,0.57761,0.703122,0.814905,0.913838,1.001181,1.078304,1.146536,1.207092,1.261043,1.309314,1.352694,1.39185,1.427345,1.459654,1.489178,1.516256,1.541176,1.564185,1.585492,1.605279,1.623702,1.640898
"2016-01-18",-0.445999,-0.430872,-0.415988,-0.390101,-0.32498,-0.215926,-0.077281,0.074865,0.228128,0.374582,0.509937,0.632434,0.741891,0.83901,0.924917,1.000884,1.068168,1.127933,1.181212,1.228903,1.271776,1.310483,1.345577,1.377524,1.40672,1.433498,1.458144,1.4809,1.501973,1.521543,1.539764,1.556771
"2016-01-25",-0.438019,-0.431078,-0.431902,-0.43097,-0.380997,-0.279479,-0.143597,0.008359,0.162596,0.310392,0.447064,0.570691,0.68105,0.778859,0.865281,0.941629,1.009193,1.069165,1.122598,1.170408,1.213373,1.252154,1.287309,1.319309,1.348549,1.375367,1.400047,1.422835,1.443937,1.463533,1.481779,1.498809
"2016-02-01",-0.450312,-0.439578,-0.439866,-0.453757,-0.426149,-0.346854,-0.230361,-0.094419,0.046894,0.184327,0.312662,0.429523,0.534329,0.627521,0.710053,0.783082,0.847783,0.905259,0.956497,1.00236,1.043586,1.080803,1.114545,1.14526,1.173328,1.199071,1.222764,1.244639,1.264897,1.283709,1.301225,1.317574
"2016-02-08",-0.463054,-0.464567,-0.477497,-0.493682,-0.461466,-0.380931,-0.268044,-0.139331,-0.007255,0.120218,0.238709,0.346312,0.442661,0.528257,0.604029,0.671063,0.730451,0.783209,0.830244,0.872348,0.910198,0.94437,0.975352,1.003556,1.029331,1.052971,1.074729,1.094817,1.11342,1.130697,1.146782,1.161796
"2016-02-15",-0.462309,-0.464551,-0.477785,-0.491985,-0.45663,-0.373103,-0.257807,-0.127323,0.005977,0.134254,0.253248,0.361146,0.457651,0.543315,0.619101,0.686116,0.745468,0.79818,0.845167,0.887221,0.925023,0.95915,0.99009,1.018255,1.043993,1.0676,1.089326,1.109385,1.127961,1.145212,1.161275,1.176267
"2016-02-22",-0.472938,-0.475204,-0.488115,-0.504719,-0.477106,-0.404212,-0.299721,-0.178544,-0.052386,0.070931,0.186842,0.293124,0.389079,0.474922,0.55135,0.619283,0.679691,0.733513,0.781606,0.82473,0.863546,0.898624,0.930449,0.959435,0.985932,1.010242,1.03262,1.053283,1.07242,1.090193,1.106742,1.122188
"2016-02-29",-0.503489,-0.500682,-0.510551,-0.535649,-0.521682,-0.460629,-0.364537,-0.248601,-0.125325,-0.003306,0.112292,0.218828,0.315335,0.40186,0.479009,0.547645,0.608717,0.663151,0.711801,0.755431,0.794706,0.8302,0.862403,0.891733,0.918546,0.943145,0.965788,0.986697,1.006062,1.024046,1.040791,1.056421
"2016-03-07",-0.49431,-0.488269,-0.496088,-0.521627,-0.503851,-0.432907,-0.322929,-0.191532,-0.052953,0.083227,0.211419,0.328901,0.43481,0.529376,0.613406,0.687957,0.754142,0.81303,0.865589,0.912676,0.95503,0.993284,1.027977,1.059565,1.088437,1.11492,1.139296,1.161803,1.182646,1.202003,1.220026,1.236848
"2016-03-14",-0.463166,-0.456734,-0.457164,-0.461594,-0.430237,-0.356316,-0.250957,-0.128157,0.000509,0.127039,0.246606,0.356741,0.456558,0.546139,0.626105,0.697332,0.760776,0.817377,0.868003,0.913434,0.954351,0.991342,1.024914,1.055497,1.08346,1.109117,1.132737,1.154548,1.174749,1.193511,1.210981,1.227287
"2016-03-21",-0.477923,-0.471922,-0.472499,-0.475869,-0.443531,-0.369809,-0.266072,-0.146127,-0.021197,0.101074,0.216159,0.321816,0.417309,0.502814,0.578996,0.646748,0.707023,0.760744,0.808759,0.851821,0.890587,0.925624,0.957413,0.986368,1.012839,1.037124,1.05948,1.080123,1.099242,1.116998,1.133531,1.148963
"2016-03-24",-0.476859,-0.473227,-0.477216,-0.484194,-0.453831,-0.382141,-0.281107,-0.164591,-0.043634,0.074365,0.185097,0.286489,0.377918,0.459624,0.532304,0.596856,0.654223,0.705309,0.750939,0.791842,0.828651,0.861908,0.892078,0.919553,0.944669,0.967709,0.988917,1.0085,1.026636,1.04348,1.059163,1.073801
"2016-04-04",-0.492618,-0.483381,-0.479808,-0.481772,-0.454333,-0.389601,-0.297392,-0.190333,-0.078759,0.030316,0.132784,0.226647,0.31129,0.386917,0.45417,0.513883,0.566932,0.61416,0.656334,0.694131,0.728139,0.758862,0.78673,0.812107,0.835304,0.856583,0.876169,0.894254,0.911003,0.926558,0.941041,0.954559
"2016-04-11",-0.53526,-0.529099,-0.50084,-0.50307,-0.494896,-0.43493,-0.336497,-0.219071,-0.096758,0.02201,0.132837,0.233862,0.324701,0.405771,0.477871,0.541944,0.598944,0.649767,0.695221,0.736017,0.772769,0.806008,0.836183,0.863682,0.888831,0.911911,0.933162,0.952789,0.970969,0.987855,1.00358,1.018258
"2016-04-18",-0.58122,-0.565597,-0.52012,-0.505951,-0.498969,-0.446432,-0.355898,-0.244731,-0.126566,-0.010025,0.100098,0.201526,0.293517,0.376204,0.45018,0.516242,0.575246,0.628025,0.675349,0.717909,0.756312,0.791086,0.822685,0.851501,0.87787,0.902079,0.924376,0.944974,0.964056,0.981783,0.998291,1.013701
"2016-04-25",-0.551734,-0.55355,-0.522389,-0.496642,-0.470294,-0.399977,-0.292942,-0.166446,-0.034291,0.094792,0.216008,0.327169,0.427665,0.517778,0.598245,0.669999,0.734013,0.791223,0.842483,0.888559,0.930116,0.967734,1.00191,1.033069,1.061579,1.087751,1.111853,1.134118,1.154744,1.173904,1.191746,1.208402
"2016-05-02",-0.536679,-0.522789,-0.509217,-0.492023,-0.448272,-0.369212,-0.2634,-0.142738,-0.017377,0.105539,0.221641,0.328669,0.425802,0.513108,0.591163,0.660786,0.722879,0.778334,0.827979,0.872561,0.912735,0.949072,0.98206,1.01212,1.039609,1.064835,1.088059,1.109508,1.129374,1.147825,1.165006,1.181043
"2016-05-09",-0.536856,-0.527237,-0.524216,-0.530609,-0.508577,-0.447455,-0.355915,-0.246549,-0.130223,-0.014664,0.095333,0.197204,0.289916,0.373388,0.448087,0.514752,0.574221,0.627338,0.67489,0.717591,0.756068,0.790867,0.822458,0.851242,0.877565,0.901718,0.923955,0.944492,0.963512,0.981178,0.997628,1.012982
"2016-05-16",-0.547895,-0.538503,-0.532754,-0.530097,-0.501541,-0.437924,-0.34667,-0.238863,-0.124302,-0.010137,0.099054,0.200719,0.293731,0.377885,0.453524,0.521284,0.581924,0.636229,0.68495,0.728774,0.768316,0.804114,0.836636,0.866287,0.893413,0.918313,0.941241,0.962419,0.982037,1.000259,1.017227,1.033066
"2016-05-23",-0.566757,-0.553222,-0.5396,-0.524249,-0.487398,-0.418865,-0.324807,-0.215323,-0.099584,0.015606,0.125829,0.228587,0.322747,0.408081,0.484902,0.553819,0.615572,0.670932,0.720643,0.765389,0.805785,0.842374,0.875626,0.905949,0.933696,0.959169,0.982628,1.004298,1.024373,1.043019,1.060384,1.076593
"2016-05-30",-0.565905,-0.553,-0.541394,-0.530369,-0.496186,-0.428473,-0.334012,-0.22355,-0.106712,0.009446,0.120402,0.223634,0.318042,0.403439,0.480187,0.548937,0.610462,0.66556,0.714992,0.759457,0.799578,0.835901,0.868902,0.898988,0.926513,0.951779,0.975045,0.996534,1.016441,1.034931,1.052149,1.068222
"2016-06-06",-0.565047,-0.560508,-0.559712,-0.557753,-0.527617,-0.464743,-0.377276,-0.275659,-0.168767,-0.062939,0.037835,0.13138,0.216783,0.293938,0.363215,0.425229,0.480698,0.530355,0.574894,0.614949,0.651086,0.683799,0.713517,0.74061,0.765395,0.788145,0.809095,0.828445,0.846369,0.863017,0.878521,0.892992
"2016-06-13",-0.569778,-0.563438,-0.560223,-0.557257,-0.530221,-0.473699,-0.395022,-0.303828,-0.20826,-0.114059,-0.024763,0.057765,0.132804,0.200347,0.260798,0.314763,0.362921,0.40595,0.444485,0.479099,0.510297,0.538518,0.56414,0.58749,0.608844,0.628441,0.646483,0.663145,0.678579,0.692913,0.70626,0.718719
"2016-06-20",-0.558538,-0.558378,-0.570248,-0.592062,-0.573496,-0.512042,-0.421353,-0.316079,-0.207308,-0.102102,-0.004315,0.084387,0.163689,0.234026,0.296195,0.35112,0.399724,0.442863,0.481294,0.515677,0.546573,0.574459,0.599736,0.622742,0.643765,0.663045,0.680789,0.697171,0.712342,0.72643,0.739547,0.75179
"2016-06-27",-0.612154,-0.611821,-0.625443,-0.653896,-0.643121,-0.59063,-0.510525,-0.417369,-0.321757,-0.230132,-0.145793,-0.069989,-0.002772,0.056428,0.108447,0.154189,0.194517,0.230208,0.261936,0.290276,0.315714,0.338653,0.359435,0.378342,0.395615,0.411452,0.426026,0.43948,0.451939,0.463508,0.474279,0.484333
"2016-07-04",-0.667158,-0.657581,-0.656272,-0.670604,-0.661209,-0.61685,-0.545454,-0.458553,-0.365873,-0.274123,-0.187309,-0.107452,-0.035266,0.029319,0.086794,0.137842,0.183199,0.223578,0.259634,0.291946,0.321017,0.347277,0.371096,0.392785,0.41261,0.430795,0.447533,0.462989,0.477302,0.490594,0.502971,0.514523
"2016-07-11",-0.673389,-0.666981,-0.671815,-0.69742,-0.697445,-0.660329,-0.594061,-0.51047,-0.419671,-0.328751,-0.242043,-0.161821,-0.088989,-0.023606,0.034729,0.086644,0.132842,0.174018,0.210817,0.243815,0.273518,0.300359,0.324709,0.346887,0.36716,0.385759,0.402878,0.418686,0.433327,0.446923,0.459583,0.4714
"2016-07-18",-0.653512,-0.648675,-0.653492,-0.672788,-0.664039,-0.618139,-0.543539,-0.452038,-0.353683,-0.255549,-0.162001,-0.075358,0.003444,0.074326,0.137691,0.194184,0.244533,0.289467,0.329668,0.365748,0.398245,0.427625,0.45429,0.478582,0.500793,0.521171,0.539932,0.557256,0.573301,0.588203,0.602079,0.615031
"2016-07-25",-0.643355,-0.634751,-0.631629,-0.638664,-0.625497,-0.581932,-0.513928,-0.431088,-0.341948,-0.252698,-0.167265,-0.087806,-0.015259,0.05022,0.10893,0.161403,0.208264,0.250155,0.287682,0.321396,0.351785,0.379277,0.404238,0.426985,0.447787,0.466878,0.484454,0.500686,0.515721,0.529685,0.542687,0.554824
"2016-08-01",-0.643429,-0.635622,-0.635314,-0.650093,-0.645101,-0.609315,-0.548652,-0.472802,-0.390346,-0.307465,-0.228048,-0.154219,-0.086886,-0.026198,0.028138,0.076636,0.119895,0.158526,0.193103,0.224146,0.252112,0.2774,0.300354,0.321266,0.340388,0.357934,0.374086,0.389002,0.402817,0.415648,0.427596,0.438747
"2016-08-08",-0.653813,-0.644101,-0.641331,-0.652292,-0.641602,-0.597742,-0.527499,-0.441545,-0.349196,-0.257073,-0.169274,-0.08798,-0.014069,0.052389,0.111779,0.164709,0.21187,0.253948,0.291586,0.32536,0.355776,0.383272,0.408225,0.430955,0.451738,0.470805,0.488358,0.504567,0.51958,0.533522,0.546504,0.558622
"2016-08-15",-0.645387,-0.636296,-0.633385,-0.64395,-0.636062,-0.597708,-0.533985,-0.454227,-0.367025,-0.278764,-0.193597,-0.113898,-0.040777,0.025477,0.085064,0.138452,0.186223,0.228992,0.267349,0.301841,0.332952,0.361111,0.386687,0.410001,0.431327,0.450901,0.468923,0.485569,0.500987,0.515308,0.528643,0.541091
"2016-08-22",-0.641871,-0.636261,-0.637951,-0.651695,-0.643236,-0.603387,-0.538482,-0.458264,-0.371337,-0.283943,-0.200056,-0.121885,-0.050408,0.014177,0.072136,0.123971,0.170288,0.211709,0.248826,0.282179,0.312249,0.339455,0.36416,0.386674,0.407265,0.426162,0.443561,0.459629,0.474512,0.488336,0.501208,0.513223
"2016-08-29",-0.653153,-0.6428,-0.637468,-0.644183,-0.633852,-0.594007,-0.529249,-0.448581,-0.360424,-0.271107,-0.184791,-0.103882,-0.02953,0.03794,0.098701,0.153202,0.202018,0.245756,0.285008,0.320321,0.352187,0.381038,0.407249,0.431145,0.453007,0.473074,0.491552,0.508619,0.524429,0.539113,0.552788,0.565552
"2016-09-05",-0.651302,-0.644006,-0.643977,-0.65654,-0.645861,-0.601389,-0.529776,-0.441534,-0.346005,-0.249989,-0.157822,-0.07192,0.006641,0.077643,0.141373,0.198382,0.249331,0.2949,0.335739,0.372441,0.405532,0.435474,0.462663,0.487443,0.510107,0.530907,0.550057,0.567744,0.584126,0.599342,0.613511,0.626736
"2016-09-12",-0.628088,-0.62462,-0.629546,-0.643232,-0.626227,-0.572223,-0.490603,-0.393318,-0.290284,-0.188376,-0.091763,-0.002604,0.078288,0.150929,0.215795,0.273579,0.325053,0.370974,0.412048,0.448906,0.4821,0.512109,0.539343,0.564152,0.586836,0.607648,0.626808,0.644501,0.660887,0.676106,0.690277,0.703504
"2016-09-19",-0.644122,-0.639615,-0.644268,-0.660966,-0.647496,-0.595258,-0.513106,-0.413262,-0.306183,-0.199301,-0.097253,-0.002543,0.083782,0.161592,0.231282,0.293517,0.349061,0.398689,0.443131,0.483046,0.519018,0.551555,0.581094,0.608011,0.632626,0.655214,0.67601,0.695216,0.713004,0.729526,0.74491,0.75927
"2016-09-26",-0.697103,-0.687464,-0.684602,-0.69571,-0.686018,-0.643422,-0.574074,-0.488319,-0.395415,-0.302087,-0.212604,-0.129321,-0.053264,0.015379,0.076913,0.131896,0.180988,0.224861,0.264156,0.299451,0.331262,0.360035,0.386158,0.409962,0.431731,0.451707,0.470098,0.487082,0.502813,0.517424,0.531028,0.543727
"2016-10-03",-0.755647,-0.739975,-0.724805,-0.715654,-0.694212,-0.646814,-0.576847,-0.492401,-0.401302,-0.309525,-0.22104,-0.138154,-0.061973,0.007194,0.069531,0.125489,0.175645,0.220615,0.260995,0.297341,0.330151,0.359865,0.386867,0.411489,0.434018,0.454699,0.473744,0.491336,0.507633,0.52277,0.536866,0.550024
"2016-10-10",-0.766129,-0.750723,-0.729482,-0.695485,-0.645888,-0.573186,-0.481874,-0.379521,-0.273129,-0.167982,-0.067571,0.026097,0.112099,0.190242,0.260785,0.32424,0.381241,0.432452,0.478523,0.520058,0.557602,0.591642,0.622603,0.650854,0.676718,0.70047,0.72235,0.742565,0.761295,0.778695,0.794899,0.810026
"2016-10-17",-0.763681,-0.74768,-0.726688,-0.694475,-0.645044,-0.570557,-0.47645,-0.371226,-0.262476,-0.155742,-0.054546,0.039202,0.124723,0.201979,0.271364,0.333503,0.389112,0.438918,0.48361,0.523819,0.560106,0.592964,0.622819,0.650042,0.674949,0.697813,0.718868,0.738317,0.756334,0.773069,0.788653,0.8032
"2016-10-24",-0.780074,-0.761331,-0.735268,-0.697212,-0.648371,-0.579052,-0.492378,-0.395088,-0.293712,-0.193288,-0.097192,-0.007401,0.075154,0.150246,0.218094,0.279167,0.334057,0.383393,0.427791,0.467827,0.504023,0.536846,0.566702,0.593948,0.618893,0.641802,0.662906,0.682405,0.700471,0.717254,0.732885,0.747476
"2016-10-31",-0.820619,-0.789826,-0.740973,-0.66298,-0.581842,-0.487324,-0.381569,-0.270206,-0.158695,-0.051136,0.049865,0.142942,0.227627,0.304042,0.372656,0.434121,0.489156,0.538476,0.58276,0.622624,0.658618,0.691224,0.72086,0.747891,0.772627,0.795339,0.816256,0.835579,0.853481,0.87011,0.885595,0.900051
"2016-11-07",-0.799961,-0.777037,-0.741747,-0.680628,-0.604627,-0.508072,-0.397175,-0.280223,-0.164075,-0.053366,0.049269,0.142677,0.226686,0.301712,0.368476,0.427828,0.480632,0.527708,0.569799,0.607563,0.641572,0.672317,0.700221,0.725641,0.748885,0.770212,0.789845,0.807976,0.824769,0.840366,0.854888,0.868444
"2016-11-14",-0.813383,-0.78768,-0.743417,-0.653807,-0.542149,-0.40952,-0.26611,-0.121886,0.016076,0.143679,0.259121,0.362109,0.453242,0.533566,0.604294,0.666646,0.721756,0.770639,0.814177,0.853125,0.888123,0.919714,0.948351,0.974418,0.998238,1.020085,1.040192,1.058756,1.075948,1.091913,1.106778,1.120653
"2016-11-21",-0.77577,-0.768484,-0.756082,-0.706606,-0.609207,-0.476225,-0.326782,-0.175996,-0.033233,0.096811,0.212545,0.314188,0.402875,0.480105,0.547433,0.60631,0.65802,0.703665,0.74417,0.780307,0.812717,0.841929,0.868384,0.892448,0.914427,0.93458,0.953123,0.97024,0.986091,1.00081,1.014514,1.027305
"2016-11-28",-0.793914,-0.792539,-0.798652,-0.78584,-0.708292,-0.580034,-0.426946,-0.269387,-0.119649,0.016314,0.13659,0.241508,0.332459,0.411209,0.479536,0.539062,0.591191,0.637105,0.677785,0.714038,0.746527,0.775794,0.802289,0.826385,0.848389,0.868562,0.887123,0.904257,0.920122,0.934854,0.94857,0.961372
"2016-12-05",-0.804894,-0.79318,-0.779228,-0.733263,-0.632533,-0.488103,-0.322937,-0.15557,0.002643,0.146164,0.27325,0.384298,0.480746,0.564402,0.637095,0.700501,0.75608,0.805067,0.848492,0.887204,0.921905,0.953171,0.981479,1.007224,1.030737,1.052294,1.072127,1.090437,1.10739,1.123133,1.13779,1.15147
"2016-12-12",-0.81773,-0.801648,-0.791022,-0.7661,-0.677872,-0.530623,-0.350892,-0.162321,0.01971,0.187092,0.336668,0.468199,0.582943,0.682779,0.769721,0.84567,0.912313,0.971094,1.023226,1.069717,1.111398,1.148959,1.182969,1.213902,1.242154,1.268056,1.291889,1.313889,1.334261,1.353178,1.370791,1.38723
"2016-12-19",-0.804251,-0.780982,-0.78089,-0.802096,-0.745528,-0.612244,-0.438253,-0.254065,-0.077987,0.081375,0.221405,0.342636,0.446988,0.5368,0.61435,0.681662,0.74045,0.79213,0.837857,0.87857,0.915033,0.947869,0.977587,1.004608,1.029282,1.051902,1.072712,1.091922,1.10971,1.126227,1.141604,1.155957
"2016-12-23",-0.906815,-0.867869,-0.836306,-0.813228,-0.741095,-0.610535,-0.447306,-0.275802,-0.111503,0.037933,0.169947,0.284799,0.384067,0.46978,0.543973,0.608487,0.664903,0.714541,0.758487,0.79763,0.832696,0.864278,0.892864,0.918858,0.942596,0.964357,0.984378,1.002859,1.019972,1.035862,1.050657,1.064466
"2017-01-02",-0.791214,-0.780195,-0.79053,-0.818167,-0.774115,-0.659756,-0.505375,-0.337898,-0.174519,-0.024116,0.109909,0.227263,0.32918,0.417493,0.494134,0.5609,0.619361,0.670844,0.716452,0.757091,0.793507,0.826311,0.856006,0.88301,0.907671,0.930279,0.95108,0.970281,0.988061,1.00457,1.019942,1.034288
"2017-01-09",-0.765734,-0.75222,-0.751347,-0.752512,-0.68976,-0.564738,-0.40426,-0.232589,-0.065546,0.088501,0.226233,0.347276,0.45276,0.544434,0.624182,0.693784,0.754814,0.808614,0.856308,0.898828,0.936942,0.971282,1.002374,1.030651,1.056475,1.080151,1.101935,1.122044,1.140664,1.157955,1.174053,1.189078
"2017-01-16",-0.750412,-0.746787,-0.754413,-0.756514,-0.694202,-0.572868,-0.416984,-0.248753,-0.083178,0.07132,0.210985,0.334929,0.443837,0.539131,0.622476,0.69552,0.759768,0.816536,0.866944,0.911936,0.952298,0.988685,1.021641,1.051621,1.079006,1.104115,1.127219,1.148547,1.168297,1.186637,1.203712,1.21965
"2017-01-23",-0.615071,-0.622981,-0.652406,-0.685565,-0.636756,-0.517095,-0.356889,-0.182183,-0.010029,0.150272,0.294717,0.422468,0.534368,0.632013,0.717223,0.791769,0.857249,0.915046,0.966331,1.01208,1.053107,1.090083,1.123567,1.154024,1.181842,1.207347,1.230814,1.252478,1.272538,1.291165,1.308509,1.324696
"2017-01-30",-0.690325,-0.68301,-0.686601,-0.677531,-0.595187,-0.451382,-0.276533,-0.095303,0.077326,0.234094,0.372657,0.493383,0.597909,0.688314,0.766682,0.834905,0.894618,0.947192,0.993759,1.035251,1.072428,1.105917,1.136232,1.163801,1.188976,1.212056,1.233291,1.252893,1.271044,1.287898,1.30359,1.318236
