,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.6032146830953236,-0.6175246627897713,-0.646923087402931,-0.6968614871204839,-0.724536557432464,-0.728311675029459,-0.7120505630479584,-0.6809626571856559,-0.6404460884291867,-0.5947561645260004,-0.5472362941495906,-0.5002577453754387,-0.4553735580100506,-0.41354380420960074,-0.37513473840776335,-0.3400922380711311,-0.3082836559362399,-0.279440250203398,-0.25317921482878897,-0.22923779645141165,-0.2073259652459975,-0.18723598096609037,-0.16899099953518323,-0.15231072832677184,-0.13718234032678273,-0.12336335788190278,-0.11073657032107723,-0.09900497511558504,-0.08796671211361239,-0.07747252292409196,-0.06765527880326613,-0.05915847658047915
1,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435323,-0.5472362941734995,-0.5002577454048827,-0.4553735580439857,-0.4135438042468774,-0.3751347384472133,-0.34009223811163874,-0.30828365597679425,-0.2794402502431255,-0.2531792148669699,-0.22923779648748321,-0.207325965279547,-0.1872359809968422,-0.16899099956298208,-0.1523107283515644,-0.13718234034859936,-0.12336335790084058,-0.11073657033728496,-0.09900497512925038,-0.08796671212495125,-0.07747252293333945,-0.06765527881066848,-0.05915847658628607
2,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435324,-0.5472362941734996,-0.5002577454048828,-0.4553735580439858,-0.41354380424687753,-0.37513473844721346,-0.3400922381116389,-0.3082836559767944,-0.2794402502431257,-0.2531792148669701,-0.22923779648748338,-0.20732596527954714,-0.18723598099684233,-0.16899099956298222,-0.1523107283515645,-0.13718234034859947,-0.12336335790084067,-0.11073657033728504,-0.09900497512925045,-0.08796671212495132,-0.0774725229333395,-0.06765527881066852,-0.059158476586286105
3,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435324,-0.5472362941734996,-0.5002577454048828,-0.4553735580439858,-0.41354380424687753,-0.37513473844721346,-0.3400922381116389,-0.3082836559767944,-0.2794402502431257,-0.2531792148669701,-0.22923779648748338,-0.20732596527954714,-0.18723598099684233,-0.16899099956298222,-0.1523107283515645,-0.13718234034859947,-0.12336335790084067,-0.11073657033728504,-0.09900497512925045,-0.08796671212495132,-0.0774725229333395,-0.06765527881066852,-0.059158476586286105
4,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435324,-0.5472362941734996,-0.5002577454048828,-0.4553735580439858,-0.41354380424687753,-0.37513473844721346,-0.3400922381116389,-0.3082836559767944,-0.2794402502431257,-0.2531792148669701,-0.22923779648748338,-0.20732596527954714,-0.18723598099684233,-0.16899099956298222,-0.1523107283515645,-0.13718234034859947,-0.12336335790084067,-0.11073657033728504,-0.09900497512925045,-0.08796671212495132,-0.0774725229333395,-0.06765527881066852,-0.059158476586286105
5,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435324,-0.5472362941734996,-0.5002577454048828,-0.4553735580439858,-0.41354380424687753,-0.37513473844721346,-0.3400922381116389,-0.3082836559767944,-0.2794402502431257,-0.2531792148669701,-0.22923779648748338,-0.20732596527954714,-0.18723598099684233,-0.16899099956298222,-0.1523107283515645,-0.13718234034859947,-0.12336335790084067,-0.11073657033728504,-0.09900497512925045,-0.08796671212495132,-0.0774725229333395,-0.06765527881066852,-0.059158476586286105
6,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435324,-0.5472362941734996,-0.5002577454048828,-0.4553735580439858,-0.41354380424687753,-0.37513473844721346,-0.3400922381116389,-0.3082836559767944,-0.2794402502431257,-0.2531792148669701,-0.22923779648748338,-0.20732596527954714,-0.18723598099684233,-0.16899099956298222,-0.1523107283515645,-0.13718234034859947,-0.12336335790084067,-0.11073657033728504,-0.09900497512925045,-0.08796671212495132,-0.0774725229333395,-0.06765527881066852,-0.059158476586286105
7,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435324,-0.5472362941734996,-0.5002577454048828,-0.4553735580439858,-0.41354380424687753,-0.37513473844721346,-0.3400922381116389,-0.3082836559767944,-0.2794402502431257,-0.2531792148669701,-0.22923779648748338,-0.20732596527954714,-0.18723598099684233,-0.16899099956298222,-0.1523107283515645,-0.13718234034859947,-0.12336335790084067,-0.11073657033728504,-0.09900497512925045,-0.08796671212495132,-0.0774725229333395,-0.06765527881066852,-0.059158476586286105
8,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435324,-0.5472362941734996,-0.5002577454048828,-0.4553735580439858,-0.41354380424687753,-0.37513473844721346,-0.3400922381116389,-0.3082836559767944,-0.2794402502431257,-0.2531792148669701,-0.22923779648748338,-0.20732596527954714,-0.18723598099684233,-0.16899099956298222,-0.1523107283515645,-0.13718234034859947,-0.12336335790084067,-0.11073657033728504,-0.09900497512925045,-0.08796671212495132,-0.0774725229333395,-0.06765527881066852,-0.059158476586286105
9,-0.6032146830737858,-0.6175246627683986,-0.6469230873821596,-0.6968614871020363,-0.7245365574178189,-0.728311675019945,-0.7120505630446226,-0.6809626571891687,-0.6404460884397954,-0.5947561645435324,-0.5472362941734996,-0.5002577454048828,-0.4553735580439858,-0.41354380424687753,-0.37513473844721346,-0.3400922381116389,-0.3082836559767944,-0.2794402502431257,-0.2531792148669701,-0.22923779648748338,-0.20732596527954714,-0.18723598099684233,-0.16899099956298222,-0.1523107283515645,-0.13718234034859947,-0.12336335790084067,-0.11073657033728504,-0.09900497512925045,-0.08796671212495132,-0.0774725229333395,-0.06765527881066852,-0.059158476586286105
