X3M,X6M,X1Y,X2Y,X3Y,X4Y,X5Y,X6Y,X7Y,X8Y,X9Y,X10Y,X11Y,X12Y,X13Y,X14Y,X15Y,X16Y,X17Y,X18Y,X19Y,X20Y,X21Y,X22Y,X23Y,X24Y,X25Y,X26Y,X27Y,X28Y,X29Y,X30Y
0.0006180353566009438,0.00032343638489121804,0.00011707050860821106,7.324814270884373e-05,8.216411906015706e-05,5.272684032780217e-05,1.0313327296937683e-05,2.3459737343711794e-06,3.564195585230857e-05,8.776250658621271e-05,0.00013424221212083898,0.00016324522238879313,0.00017483604032915242,0.00017606116515271855,0.00017139361453730585,0.00016142307444411933,0.00014863647446765327,0.0001337550122671986,0.00011558862029477169,9.578138478136356e-05,7.51336215058205e-05,5.538308069965123e-05,4.0475038085671736e-05,2.8619593170264922e-05,2.0851463980002064e-05,1.5392737069488632e-05,1.1796273290424562e-05,8.514578775173474e-06,5.1561335029060545e-06,2.0435357905044225e-06,3.615361992571506e-07,2.4648899496427335e-07
0.0012075845264723304,0.0010925231021459687,0.001060864348758995,0.0012497294641748923,0.0013388604883598947,0.0012070986306697178,0.0009573725208635962,0.0007218541097147258,0.0005461527663317806,0.0004412031125532825,0.0003913158854062045,0.00037924659203544776,0.00039083083525221716,0.0004130322856197397,0.0004398357546384951,0.00047183493953466455,0.0005067606097311217,0.0005450240317106048,0.0005913060392059535,0.0006450687416632186,0.0007079342966153917,0.0007784110603765667,0.0008429151143758831,0.0009052439152467572,0.0009550361798496089,0.0009969580236900103,0.0010295389685003602,0.0010642617517175477,0.001108110109652118,0.001165845314155708,0.0012240706595800191,0.001232257356057162
0.011817715586564085,0.009675149385663296,0.0076839096445169425,0.007348349217541539,0.008094140724778062,0.008477313027232864,0.008319708655338697,0.007903626557254571,0.0074537169541083435,0.007131605809953528,0.006977545878284998,0.006975131815105637,0.007084494959186838,0.007252599585493147,0.007452396087203215,0.007681954869515063,0.00792782670639471,0.008187851881563195,0.008476108792161235,0.00878703827516101,0.009122930828579874,0.009475858035687122,0.009797238447512912,0.010101912669755705,0.010356249484284688,0.01057763748535677,0.010762284228464036,0.010948279160652632,0.011157968978141405,0.011405701107803872,0.011648608857564448,0.011732469244433634
0.01260260327800791,0.009911464282972344,0.0065354148357105344,0.0035890299176454866,0.002481478689773423,0.001962164406738643,0.0016863701123360803,0.001566128608909193,0.0015474712859184793,0.0016153032546888549,0.0017474662144169274,0.0019210035583636037,0.0021124541466760577,0.0022955785018855244,0.0024596899684893067,0.002610368132856984,0.002746844160630763,0.002874005268994687,0.0030061956791639617,0.003144092006749082,0.00329292744079814,0.003450154876415312,0.003588369461357351,0.003717495966427314,0.003817838461516613,0.003900332505165689,0.003963134306298402,0.004029078782342275,0.004111796047906366,0.004220253352590525,0.004328155835727594,0.00434142929568635
0.012971004289553514,0.012731587658494753,0.012383218952234177,0.011796677958010331,0.011143429283916297,0.01048971812937012,0.009979697706127529,0.00974590352637368,0.009774270737807077,0.01005403990246709,0.010523621869509617,0.011109635273733907,0.011741551943134894,0.01234769790421226,0.012899112887260769,0.01340726895816336,0.013868676252903967,0.014295251129424948,0.014718732905294811,0.015141844789285805,0.015575547870365117,0.016016172834889597,0.016404486511946467,0.01676384596843616,0.017054181570507237,0.017300046750732937,0.01749837663361181,0.017698583913410695,0.017929019293445158,0.018208122717115523,0.01848178289657221,0.018556303441153006
0.00933587212818979,0.006875948168276972,0.004246596167316001,0.002466365187340405,0.001816928355326822,0.001297679942618655,0.0008194156408862889,0.00045853125033418023,0.0002284000958265645,0.00010633395048126303,4.96983522401927e-05,2.596161938906378e-05,1.6846443770289434e-05,1.3529123998288016e-05,1.2961883248472892e-05,1.4590580883775835e-05,1.7904272242717536e-05,2.3037597728614952e-05,3.122334269291034e-05,4.2839689020259794e-05,5.886011675183417e-05,7.944190775064962e-05,0.0001002601777517182,0.00012206430641762364,0.00014055666576984666,0.0001568165651436377,0.0001698963566322638,0.00018425415119172723,0.00020287124949150873,0.00022814522745727303,0.00025445740890216704,0.00025839030297803605
0.00434759788979417,0.0041369771419124705,0.0036362000625444137,0.0025630438082076866,0.0016827587515231808,0.0010943079007860491,0.0007575946297105467,0.0006084284676614462,0.0005774366495912503,0.0006346789583366488,0.0007586557306567889,0.0009311807630048263,0.0011320830562994316,0.001336574794115126,0.0015303948639584278,0.0017133607367465597,0.0018821145386358085,0.002039493318603021,0.0021969642415569247,0.0023557630514084325,0.0025209471675596428,0.002691121347615975,0.0028423826425983323,0.0029833740749488865,0.0030969959196360196,0.0031926615704698904,0.0032689154072567408,0.0033468567816458236,0.0034389179272200808,0.003553647422023125,0.0036672375956448063,0.003692934975929922
0.008050632497509582,0.0072544973751681105,0.0059997282271130005,0.004332471560176798,0.0033188478746296263,0.0027011225638324484,0.002360350346397138,0.0022465081055274617,0.002293443629244209,0.002471167161779996,0.00274153879423766,0.0030660865789464767,0.0034076922235599812,0.00372749271166909,0.004009455523113296,0.004260402900010908,0.004480340279504887,0.004677431434806914,0.00487145162233608,0.005065340209420056,0.005266990515605495,0.005474670893125638,0.00565458887472485,0.0058202055481920804,0.005947904631705763,0.006051850751052095,0.006130174306069147,0.006211965776426612,0.006314096270761358,0.006447524229316734,0.006579760224065358,0.006595149113129372
0.01263562971418422,0.009547310001913268,0.005900991698962152,0.003060137869242169,0.002145676042894308,0.0017686503591780416,0.0015963570324212337,0.0015646251448823822,0.0016396758866225444,0.001820970885894759,0.0020953236935026443,0.002442954643301342,0.002837953071956904,0.003245945034323614,0.003648191595645025,0.004044802513732453,0.004428948289607016,0.004802455316365401,0.00518008179980529,0.005561460978933271,0.005951819261228201,0.0063474712690015115,0.006710394960598375,0.007053357884318207,0.00734888872266776,0.007611627575010402,0.007838699377420875,0.008062787315439045,0.008303635840734744,0.008574848352973117,0.00883951993407725,0.008963076035567032
0.01735603806908706,0.014531178328280514,0.010575224923944087,0.006402322274298397,0.004491739723911433,0.0035379090597329626,0.0030667712796207175,0.0029056781738676244,0.0029390397798345633,0.0031187573378308533,0.0033959413391651603,0.003726401019073487,0.004069603236595355,0.00438564410314788,0.004659190270208616,0.004899266691808363,0.005107009538979034,0.005291944107689779,0.005475376217453529,0.005660185378162771,0.005854550538272108,0.006056422286765838,0.006230102829988502,0.006389967398595771,0.006510821174658857,0.006608005912609417,0.006679209305414695,0.006754542684055461,0.006851913834372933,0.006982353327607896,0.0071118391987551426,0.007120410257665974
0.024247259925431332,0.020137124734814542,0.0144321569608709,0.008674037492740969,0.00636220677256091,0.005490117183899962,0.00532468466945871,0.005598532629387172,0.006141843037954285,0.006876362486811302,0.007720909463624068,0.008601125787385538,0.009450842154703161,0.010209323239220806,0.010856860921576705,0.011413666347742815,0.011887179800442472,0.01229831090113832,0.01268479272940169,0.01305562262812874,0.013426560175327278,0.013797090985260167,0.014115816203844158,0.014406065834280739,0.014631965029940566,0.01481713194445263,0.01495959658441862,0.01510515352238008,0.015280739396431157,0.015502858899367387,0.015721579078168766,0.015758163370567794
0.0239628285208225,0.01865391535862351,0.011546988069358189,0.005030995799942395,0.0028399778524899055,0.002184003663691433,0.002173092194414678,0.0025361641280244413,0.003140807936144912,0.003921870015949638,0.004805082977460893,0.0057161545223924975,0.006587504310147288,0.007358756673618532,0.008008864877832358,0.00855491100173706,0.009006644706786915,0.009385879673454105,0.009730004491660579,0.01005030380570802,0.010363654273224294,0.01067234017531878,0.010932584572388288,0.01116599497071085,0.01134196450754485,0.011482331633683127,0.011585170448817936,0.011691669762449435,0.01182532014545146,0.012000868827624639,0.012174192042812273,0.012188496372068815
0.023790075365499,0.020447952461653884,0.013663251671806346,0.004077271109410417,0.0005254383739333905,2.4107997175610136e-06,0.00012736393323415092,9.587655051019998e-05,1.3066511811940925e-06,0.0001307097265746618,0.0006442309906630016,0.0015154868633314538,0.0025973743438879333,0.003702624623801818,0.004684343166460043,0.0054682714882977514,0.006019951128263301,0.006348862521318111,0.006498743582044576,0.006503326272761176,0.006403365997731926,0.006226633280040702,0.005964318508500892,0.005654930456455193,0.005295132291142065,0.004915502135556413,0.0045263870978808855,0.004160769224526274,0.003834741278407651,0.0035560323211057906,0.0032987471980962437,0.002984821880596825
0.0004436211943002886,0.0010118975547882079,0.0018900680271288508,0.0020591186768048582,0.0014886048756073038,0.0011322770716133547,0.001120203210109983,0.0014370424546635075,0.0020559796287565302,0.0029479291572448944,0.004024088773706294,0.005159154502671783,0.00622622658215783,0.007119848675943762,0.007796053212674987,0.008271495392502022,0.008570564626390963,0.008736594119612709,0.008828253303674882,0.008877069873126003,0.008915331797680963,0.008957301046032063,0.008972446811791272,0.008987660315247054,0.00897958261756857,0.008969537471982455,0.008957000208602624,0.00897643024870921,0.009046917987553383,0.009179455895786942,0.009332665366510848,0.009367050404372905
0.0005495422228690704,0.0010700970071540142,0.001696279398164379,0.0013027416733154718,0.00048226103840527315,9.528346536624569e-05,7.061971171805808e-06,4.6150665462812077e-07,5.2758027154011e-06,3.6855043139503965e-05,0.00011394934448232223,0.0002294696172784912,0.0003568865791774523,0.0004649714110874797,0.0005364903602396942,0.000572729227081213,0.0005789001545150035,0.0005657143209971338,0.000547362761990904,0.0005301599967928083,0.0005202064478093836,0.0005193393871262811,0.0005187917489079079,0.0005238729790525758,0.0005280187993749026,0.0005355355990455832,0.0005454760947300253,0.0005660604474503651,0.0006020294226872614,0.0006570751465270097,0.0007211223417143504,0.0007546845986702307
0.00029506021678360727,0.0008096493072896977,0.0016418633185574202,0.001692130421378537,0.0009677974177740276,0.0004742954389368899,0.0002752757802442648,0.0002499353201103814,0.0003269555256710591,0.00048897749192481,0.0007120735250468643,0.0009561858292452478,0.0011761087490744248,0.0013327023283652973,0.0014135540762686403,0.0014315448776727564,0.0014011803790716167,0.0013423247072473455,0.0012781186376280738,0.0012187223092853274,0.0011734759147688715,0.0011446731748680273,0.0011189694302373644,0.0011039851276556287,0.0010898356972592095,0.0010824522505369742,0.0010803994063521669,0.0010946850417478567,0.0011311980532858969,0.0011940809953044995,0.0012688357780480893,0.001303247790744105
0.00014799493591523502,0.000681436422301173,0.0018329454868228352,0.002544346223435441,0.002034140122993786,0.001504301433808482,0.0012559536917141718,0.0012740147210115191,0.001479703284980598,0.001820032204514718,0.0022281898437547833,0.002633357985670891,0.002974114429337785,0.0032049407079898598,0.0033194031342728973,0.0033437030874456596,0.0033019209806412326,0.003223712867454243,0.003143708666293878,0.0030767216009059627,0.003037005707820076,0.0030281929324498893,0.003028300948098177,0.003049388842470305,0.003074664755456156,0.003113711658678471,0.0031636608498027403,0.00324307753667951,0.0033625255551037684,0.0035285354777009922,0.003715843772596273,0.003834398905921945
0.00046761108252535606,0.001128512306356097,0.002167918583806164,0.002244628728396713,0.0012916435331178978,0.0005802474003447405,0.00024524928563335156,0.0001256269485651131,9.221591043311002e-05,9.422265457893569e-05,0.0001085702695108069,0.0001198204896611249,0.00011677918774870307,9.485193391763908e-05,6.0859681814985494e-05,2.7717717741139677e-05,5.463177082814789e-06,5.435379209889169e-07,1.3492507458930075e-05,4.0281825653531306e-05,7.454535644842533e-05,0.00011037563670601213,0.0001480845503638617,0.0001829453274403161,0.00021710078550836627,0.00024712965253052366,0.0002727970957064841,0.000287980055887379,0.00028919424487671634,0.000275345003339264,0.0002550498052904878,0.0002520625087948908
0.0004057532167899068,0.0008657327738445411,0.0013590217823210014,0.0006939806718051778,1.3158339687021216e-05,0.00036357623066623443,0.0014184686550901694,0.002648302160655522,0.0037850904111708964,0.0047563318518455905,0.005611102720395209,0.006429112296173438,0.007280450855517597,0.008219562749299142,0.00925515929121986,0.010352296969870322,0.011480191594697578,0.012594506792132181,0.013631546689202622,0.014559751782772806,0.015345998038731247,0.01598074742043201,0.016516876211670695,0.016931924433655054,0.01727156869902242,0.01751979378907024,0.017690747752887155,0.017746496029637078,0.017672169430592178,0.01746376071155509,0.017189642990253617,0.01704629916839133
0.0003579783925883879,0.0007579194680857024,0.0011130839383456477,0.00035315854102013154,7.550840811757059e-05,0.0013328103353619166,0.00363857032602028,0.006279715693028872,0.008876294460541589,0.011291435090147668,0.013561835541036328,0.015777305705697853,0.01802186985454116,0.02036351953270566,0.02280122301160377,0.025268675221985167,0.027710148761160562,0.030052042786856734,0.03219699633435572,0.03409924043879878,0.03571267136119772,0.037029297586445103,0.03813623105431397,0.039004957709571665,0.039711059822730856,0.04023609050307155,0.04060610693751723,0.040770061012396094,0.04070899905886448,0.04042050857367755,0.040010912268400915,0.03978408280007521
6.184748071594002e-05,0.00029733267888273207,0.0005687706330533865,7.071990718101709e-05,0.0004906914960349241,0.002953126328323348,0.0069173425571595355,0.011512143461341242,0.016215243444678052,0.02077552220264934,0.025165791102689447,0.029442354373130863,0.03366951885752551,0.037903730499079004,0.04211801417368096,0.04620704413206005,0.05008941925951521,0.05366786151320907,0.0568203593357255,0.059500769899239116,0.06166677833987998,0.06332620304482514,0.0646110307468315,0.06550258517638911,0.0661149834104252,0.06643885555202209,0.06652095725454771,0.0663072671954651,0.0657849205242434,0.06496102244049741,0.0639782787652611,0.06322533058765772
